id,admin0_nom,admin1_nom,admin2_nom,admin3_nom,annee,homme,femme,source
366,Mali,Sikasso,Sikasso,Lobougoula,1998,11517,12786,RGPH
367,Mali,Sikasso,Sikasso,Miniko,1998,1164,1100,RGPH
368,Mali,Sikasso,Sikasso,Miria,1998,3728,4070,RGPH
369,Mali,Sikasso,Sikasso,Missirikoro,1998,1671,1731,RGPH
370,Mali,Sikasso,Sikasso,Sokourani Missirikoro,1998,1294,1231,RGPH
371,Mali,Sikasso,Sikasso,Natien,1998,2377,2616,RGPH
372,Mali,Sikasso,Sikasso,Niena,1998,14611,14393,RGPH
373,Mali,Sikasso,Sikasso,Nongo-Souala,1998,3253,3350,RGPH
374,Mali,Sikasso,Sikasso,N'tjikouna,1998,1240,1228,RGPH
375,Mali,Sikasso,Sikasso,Pimperna,1998,3158,3388,RGPH
376,Mali,Sikasso,Sikasso,Sanzana,1998,3879,4174,RGPH
377,Mali,Sikasso,Sikasso,Sikasso Commune,1998,68410,66364,RGPH
378,Mali,Sikasso,Sikasso,Tella,1998,2839,2836,RGPH
379,Mali,Sikasso,Sikasso,Tiankadi,1998,1607,1811,RGPH
380,Mali,Sikasso,Sikasso,Wateni,1998,2566,2586,RGPH
381,Mali,Sikasso,Sikasso,Zanferebougou,1998,1928,2020,RGPH
382,Mali,Sikasso,Sikasso,Zangaradougou,1998,1985,1960,RGPH
383,Mali,Sikasso,Sikasso,Zaniena,1998,2999,2905,RGPH
384,Mali,Segou,Baroueli,Baraoueli,1998,5108,5267,RGPH
385,Mali,Segou,Baroueli,Boidie,1998,8674,8706,RGPH
386,Mali,Segou,Baroueli,Dougoufie,1998,3773,3756,RGPH
387,Mali,Segou,Baroueli,Gouendo,1998,4120,4360,RGPH
388,Mali,Segou,Baroueli,Kalake,1998,6301,6559,RGPH
389,Mali,Segou,Baroueli,Konobougou,1998,13038,13332,RGPH
390,Mali,Segou,Segou,N'gara,1998,6009,6405,RGPH
391,Mali,Segou,Baroueli,N'gassola,1998,2206,2198,RGPH
392,Mali,Segou,Segou,Samine,1998,3972,3999,RGPH
393,Mali,Segou,Baroueli,Sanando,1998,11910,11920,RGPH
394,Mali,Segou,Baroueli,Somo,1998,3291,3327,RGPH
395,Mali,Segou,Baroueli,Tamani,1998,6617,6662,RGPH
396,Mali,Segou,Baroueli,Tesserla,1998,2199,2251,RGPH
397,Mali,Segou,Segou,Baguindabougou,1998,4033,4098,RGPH
398,Mali,Segou,Segou,Bellen,1998,2059,2117,RGPH
399,Mali,Segou,Segou,Boussin,1998,4175,4321,RGPH
400,Mali,Segou,Segou,Cinzana,1998,14443,14524,RGPH
401,Mali,Segou,Segou,Diedougou,1998,6559,6425,RGPH
402,Mali,Segou,Segou,Diganibougou,1998,4818,4868,RGPH
403,Mali,Segou,Segou,Dioro,1998,18194,18686,RGPH
404,Mali,Segou,Segou,Diouna,1998,12426,12532,RGPH
405,Mali,Segou,Segou,Dougabougou,1998,9903,9575,RGPH
406,Mali,Segou,Segou,Farako,1998,4817,5168,RGPH
407,Mali,Segou,Segou,Farakou Massa,1998,5065,5311,RGPH
408,Mali,Segou,Segou,Fatine,1998,9891,10256,RGPH
409,Mali,Segou,Segou,Kamiandougou,1998,5897,5938,RGPH
410,Mali,Segou,Segou,Katiena,1998,10552,10605,RGPH
411,Mali,Segou,Segou,Konodimini,1998,6488,6549,RGPH
412,Mali,Segou,Segou,Markala,1998,18024,18279,RGPH
413,Mali,Segou,Segou,Massala,1998,2701,2823,RGPH
414,Mali,Segou,Segou,N'koumandougou,1998,4731,4820,RGPH
415,Mali,Segou,Segou,Pelengana,1998,9869,10094,RGPH
416,Mali,Segou,Segou,Sakoiba,1998,6272,6199,RGPH
417,Mali,Segou,Segou,Sama Foulala,1998,4755,4929,RGPH
418,Mali,Segou,Segou,Sansanding,1998,7467,7678,RGPH
419,Mali,Segou,Segou,Sebougou,1998,4710,5010,RGPH
420,Mali,Segou,Segou,Segou Commune,1998,53042,52263,RGPH
421,Mali,Segou,Segou,Sibila,1998,6517,7139,RGPH
422,Mali,Segou,Segou,Soignebougou,1998,1126,1142,RGPH
423,Mali,Segou,Segou,Souba,1998,7030,7156,RGPH
424,Mali,Segou,Segou,Togou,1998,4124,4434,RGPH
425,Mali,Segou,Bla,Beguene,1998,4802,5070,RGPH
426,Mali,Segou,Bla,Bla,1998,13526,14042,RGPH
427,Mali,Segou,Bla,Diaramana,1998,7472,7763,RGPH
428,Mali,Segou,Bla,Diena,1998,3362,3329,RGPH
429,Mali,Segou,Bla,Dougouolo,1998,3681,3797,RGPH
430,Mali,Segou,Bla,Falo,1998,13039,13267,RGPH
431,Mali,Segou,Bla,Fani,1998,5194,5374,RGPH
432,Mali,Segou,Bla,Kazangasso,1998,3132,3320,RGPH
433,Mali,Segou,Bla,Kemeni,1998,4960,5116,RGPH
434,Mali,Segou,Bla,Korodougou,1998,4169,4236,RGPH
435,Mali,Segou,Bla,Koulandougou,1998,1730,1772,RGPH
436,Mali,Segou,Bla,Niala,1998,4020,4178,RGPH
437,Mali,Sikasso,Koutiala,Niantaga,1998,1803,1877,RGPH
438,Mali,Segou,Bla,Samabogo,1998,3135,3322,RGPH
439,Mali,Segou,Bla,Somasso,1998,4084,4344,RGPH
440,Mali,Segou,Bla,Tiemena,1998,3866,4090,RGPH
441,Mali,Segou,Bla,Touna,1998,9830,10344,RGPH
442,Mali,Segou,Bla,Yangasso,1998,7758,7944,RGPH
443,Mali,Segou,San,Baramandougou,1998,16186,15759,RGPH
444,Mali,Segou,San,Dah,1998,5887,5972,RGPH
445,Mali,Segou,San,Diakourouna,1998,3424,3383,RGPH
446,Mali,Segou,San,Dieli,1998,6195,6241,RGPH
447,Mali,Segou,San,Djeguena,1998,2086,2077,RGPH
448,Mali,Segou,San,Fion,1998,2627,2813,RGPH
449,Mali,Segou,San,Kaniegue,1998,3184,3278,RGPH
450,Mali,Segou,San,Karaba,1998,2967,3044,RGPH
451,Mali,Segou,San,Kassorola,1998,6700,6649,RGPH
452,Mali,Segou,San,Kava,1998,6275,6203,RGPH
453,Mali,Segou,San,Moribila,1998,4379,4563,RGPH
454,Mali,Segou,San,N'goa,1998,3741,3851,RGPH
455,Mali,Segou,San,Niamana,1998,2492,2515,RGPH
456,Mali,Segou,San,Niasso,1998,5200,5241,RGPH
457,Mali,Segou,San,N'torosso,1998,4134,4238,RGPH
458,Mali,Segou,San,Ouolon,1998,4672,4599,RGPH
459,Mali,Segou,San,San Commune,1998,23277,23354,RGPH
460,Mali,Segou,San,Siadougou,1998,6004,6139,RGPH
461,Mali,Segou,San,Somo,1998,1856,1904,RGPH
462,Mali,Segou,San,Sourountouna,1998,5003,5016,RGPH
463,Mali,Segou,San,Sy,1998,4619,4675,RGPH
464,Mali,Segou,San,Tene,1998,7370,7520,RGPH
465,Mali,Segou,San,Teneni,1998,3553,3543,RGPH
466,Mali,Segou,San,Tourakolomba,1998,2506,2487,RGPH
467,Mali,Segou,San,Waki,1998,3076,3054,RGPH
468,Mali,Segou,Niono,Diabaly,1998,10076,9955,RGPH
469,Mali,Segou,Niono,Dogofry,1998,10359,10521,RGPH
470,Mali,Segou,Niono,Kala Siguida,1998,7184,7308,RGPH
471,Mali,Segou,Niono,Mariko,1998,8544,8365,RGPH
472,Mali,Segou,Niono,Nampalari,1998,3054,2996,RGPH
473,Mali,Segou,Niono,Niono,1998,26868,27383,RGPH
474,Mali,Segou,Niono,Pogo,1998,3866,3621,RGPH
475,Mali,Segou,Niono,Siribala,1998,10357,10209,RGPH
476,Mali,Segou,Niono,Sirifila Boundy,1998,12865,13020,RGPH
477,Mali,Segou,Niono,Sokolo,1998,7059,6974,RGPH
478,Mali,Segou,Niono,Toridaga Ko,1998,7633,8100,RGPH
479,Mali,Segou,Niono,Yeredon Saniona,1998,5866,6081,RGPH
480,Mali,Segou,Tominian,Benena,1998,3279,3358,RGPH
481,Mali,Segou,Tominian,Diora,1998,6298,6065,RGPH
482,Mali,Segou,Tominian,Fangasso,1998,9639,9662,RGPH
483,Mali,Segou,Tominian,Koula,1998,7530,7720,RGPH
484,Mali,Segou,Tominian,Lanfiala,1998,2847,2908,RGPH
485,Mali,Segou,Tominian,Mafoune,1998,8446,8644,RGPH
486,Mali,Segou,Tominian,Mandiakuy,1998,7945,7818,RGPH
487,Mali,Segou,Tominian,Ouan,1998,3775,3862,RGPH
488,Mali,Segou,Tominian,Sanekuy,1998,6217,5927,RGPH
489,Mali,Segou,Tominian,Timissa,1998,4951,4851,RGPH
490,Mali,Segou,Tominian,Tominian,1998,9444,9598,RGPH
491,Mali,Segou,Tominian,Yasso,1998,5236,4975,RGPH
492,Mali,Segou,Macina,Boky Were,1998,5451,5365,RGPH
493,Mali,Segou,Macina,Folomana,1998,3237,3443,RGPH
494,Mali,Segou,Macina,Kokry Centre,1998,5669,5962,RGPH
495,Mali,Segou,Macina,Kolongo,1998,11336,11638,RGPH
496,Mali,Segou,Macina,Macina,1998,11406,12044,RGPH
497,Mali,Segou,Macina,Matomo,1998,5207,5378,RGPH
498,Mali,Segou,Macina,Monimpebougou,1998,11250,11605,RGPH
499,Mali,Segou,Macina,Saloba,1998,13771,14079,RGPH
500,Mali,Segou,Macina,Sana,1998,9399,9930,RGPH
501,Mali,Segou,Macina,Souleye,1998,3481,3754,RGPH
502,Mali,Segou,Macina,Tongue,1998,2684,2764,RGPH
503,Mali,Mopti,Mopti,Bassirou,1998,639,730,RGPH
504,Mali,Mopti,Mopti,Borondougou,1998,3595,3639,RGPH
505,Mali,Mopti,Mopti,Dialloube,1998,10245,10459,RGPH
506,Mali,Mopti,Mopti,Fatoma,1998,5561,5891,RGPH
507,Mali,Mopti,Mopti,Konna,1998,13343,13384,RGPH
508,Mali,Mopti,Mopti,Korombana,1998,9332,9881,RGPH
509,Mali,Mopti,Mopti,Koubaye,1998,2456,2557,RGPH
510,Mali,Mopti,Mopti,Kounari,1998,6320,6334,RGPH
511,Mali,Mopti,Mopti,Mopti Commune,1998,39820,40652,RGPH
512,Mali,Mopti,Mopti,Ouro Modi,1998,1501,1648,RGPH
513,Mali,Mopti,Mopti,Ouroube Doude,1998,5230,5343,RGPH
514,Mali,Mopti,Mopti,Sio,1998,9048,9334,RGPH
515,Mali,Mopti,Mopti,Socoura,1998,12038,12216,RGPH
516,Mali,Mopti,Mopti,Soye,1998,8880,8841,RGPH
517,Mali,Mopti,Bandiagara,Bandiagara Commune,1998,5818,5681,RGPH
518,Mali,Mopti,Bandiagara,Bara Sara,1998,3497,3514,RGPH
519,Mali,Mopti,Bandiagara,Borko,1998,3114,3344,RGPH
520,Mali,Mopti,Bandiagara,Dandoli,1998,3518,3682,RGPH
521,Mali,Mopti,Bandiagara,Diamnati,1998,5073,5389,RGPH
522,Mali,Mopti,Bandiagara,Dogani Bere,1998,1563,1696,RGPH
523,Mali,Mopti,Bandiagara,Doucoumbo,1998,7288,7697,RGPH
524,Mali,Mopti,Bandiagara,Dourou,1998,8316,8347,RGPH
525,Mali,Mopti,Koro,Kassa,1998,6551,6655,RGPH
526,Mali,Mopti,Bandiagara,Kende,1998,2044,2273,RGPH
527,Mali,Mopti,Bandiagara,Kendie,1998,8999,9594,RGPH
528,Mali,Mopti,Bandiagara,Lowol Gueou,1998,2775,2735,RGPH
529,Mali,Mopti,Bandiagara,Metoumou,1998,5191,5842,RGPH
530,Mali,Mopti,Bandiagara,Ondougou,1998,2137,2397,RGPH
531,Mali,Mopti,Bandiagara,Pelou,1998,1712,1769,RGPH
532,Mali,Mopti,Bandiagara,Pignari,1998,4475,4414,RGPH
533,Mali,Mopti,Bandiagara,Pignari Bana,1998,8930,9365,RGPH
534,Mali,Mopti,Bandiagara,Sangha,1998,11928,12492,RGPH
535,Mali,Mopti,Bandiagara,Segue Ire,1998,5248,5939,RGPH
536,Mali,Mopti,Bandiagara,Soroly,1998,2685,3053,RGPH
537,Mali,Mopti,Bandiagara,Timiri,1998,8951,8961,RGPH
538,Mali,Mopti,Bandiagara,Wadouba,1998,10217,10841,RGPH
539,Mali,Mopti,Bankass,Bankass,1998,11551,11826,RGPH
540,Mali,Mopti,Bankass,Baye,1998,5375,5580,RGPH
541,Mali,Mopti,Bankass,Diallassagou,1998,8374,8043,RGPH
542,Mali,Mopti,Bankass,Dimbal Habe,1998,6925,6777,RGPH
543,Mali,Mopti,Bankass,Kani Bozon,1998,5329,5193,RGPH
544,Mali,Mopti,Bankass,Koulogon Habe,1998,6327,6464,RGPH
545,Mali,Mopti,Bankass,Lessagou Habe,1998,5967,5891,RGPH
546,Mali,Mopti,Bankass,Ouonkoro,1998,8628,8533,RGPH
547,Mali,Mopti,Bankass,Segue,1998,8391,8543,RGPH
548,Mali,Mopti,Bankass,Sokoura,1998,14002,13455,RGPH
549,Mali,Mopti,Bankass,Soubala,1998,3621,3740,RGPH
550,Mali,Mopti,Bankass,Tori,1998,5903,5707,RGPH
551,Mali,Mopti,Youwarou,Bimbere Tama,1998,2775,2975,RGPH
552,Mali,Mopti,Youwarou,Deboye,1998,8071,8158,RGPH
553,Mali,Mopti,Youwarou,Dirma,1998,3373,3380,RGPH
554,Mali,Mopti,Youwarou,Dongo,1998,5189,6066,RGPH
555,Mali,Mopti,Youwarou,Farimake,1998,3381,3517,RGPH
556,Mali,Mopti,Youwarou,N'dodjiga,1998,8685,9164,RGPH
557,Mali,Mopti,Youwarou,Youwarou,1998,8339,8890,RGPH
558,Mali,Mopti,Djenne,Dandougou Fakala,1998,4036,4445,RGPH
559,Mali,Mopti,Djenne,Derrary,1998,2778,2993,RGPH
560,Mali,Mopti,Djenne,Djenne Commune,1998,9700,9858,RGPH
561,Mali,Mopti,Djenne,Fakala,1998,12464,12713,RGPH
562,Mali,Mopti,Djenne,Femaye,1998,6281,6762,RGPH
563,Mali,Mopti,Djenne,Kewa,1998,6690,7145,RGPH
564,Mali,Mopti,Djenne,Madiama,1998,4460,4345,RGPH
565,Mali,Mopti,Djenne,Nema Badenyakafo,1998,16517,17102,RGPH
566,Mali,Mopti,Djenne,Niansanari,1998,1854,2009,RGPH
567,Mali,Mopti,Djenne,Ouro Ali,1998,4076,4185,RGPH
568,Mali,Mopti,Djenne,Pondori,1998,3534,3702,RGPH
569,Mali,Mopti,Djenne,Togue Mourari,1998,3716,4186,RGPH
570,Mali,Mopti,Douentza,Dallah,1998,3288,3049,RGPH
571,Mali,Mopti,Douentza,Dangol Bore,1998,8826,9202,RGPH
572,Mali,Mopti,Douentza,Debere,1998,2574,2630,RGPH
573,Mali,Mopti,Douentza,Dianwely,1998,2995,2953,RGPH
574,Mali,Mopti,Douentza,Djaptodji,1998,13085,13469,RGPH
575,Mali,Mopti,Douentza,Douentza Commune,1998,6559,6579,RGPH
576,Mali,Mopti,Douentza,Gandamia,1998,1589,1514,RGPH
577,Mali,Mopti,Douentza,Haire,1998,9005,8945,RGPH
578,Mali,Mopti,Douentza,Hombori,1998,6446,6864,RGPH
579,Mali,Mopti,Douentza,Kerena,1998,993,856,RGPH
580,Mali,Mopti,Douentza,Korarou,1998,909,935,RGPH
581,Mali,Mopti,Douentza,Koubewel Koundia,1998,5101,5129,RGPH
582,Mali,Mopti,Douentza,Mondoro,1998,10840,10128,RGPH
583,Mali,Mopti,Douentza,Petaka,1998,2350,2285,RGPH
584,Mali,Mopti,Douentza,Tedie,1998,3332,3401,RGPH
585,Mali,Mopti,Koro,Bamba,1998,4943,5367,RGPH
586,Mali,Mopti,Koro,Barapireli,1998,5014,5183,RGPH
587,Mali,Mopti,Koro,Bondo,1998,7381,7578,RGPH
588,Mali,Mopti,Koro,Diankabou,1998,4189,4328,RGPH
589,Mali,Mopti,Koro,Dinangourou,1998,10842,10949,RGPH
590,Mali,Mopti,Koro,Diougani,1998,4043,4004,RGPH
591,Mali,Mopti,Koro,Dougoutene 1,1998,7243,7320,RGPH
592,Mali,Mopti,Koro,Dougoutene 2,1998,7784,8232,RGPH
593,Mali,Mopti,Koro,Koporo Pen,1998,7643,7667,RGPH
594,Mali,Mopti,Koro,Koporokendie Na,1998,7341,7165,RGPH
595,Mali,Mopti,Koro,Koro,1998,21043,20759,RGPH
596,Mali,Mopti,Koro,Madougou,1998,11039,11103,RGPH
597,Mali,Mopti,Koro,Pel Maoude,1998,6226,6296,RGPH
598,Mali,Mopti,Koro,Yoro,1998,6513,6507,RGPH
599,Mali,Mopti,Koro,Youdiou,1998,6846,6735,RGPH
600,Mali,Mopti,Tenenkou,Diafarabe,1998,6288,6586,RGPH
601,Mali,Mopti,Tenenkou,Diaka,1998,8333,8799,RGPH
602,Mali,Mopti,Tenenkou,Diondiori,1998,8106,8539,RGPH
603,Mali,Mopti,Tenenkou,Kareri,1998,9246,9146,RGPH
604,Mali,Mopti,Tenenkou,Ouro Ardo,1998,4999,5318,RGPH
605,Mali,Mopti,Tenenkou,Ouro Guire,1998,3234,3418,RGPH
606,Mali,Mopti,Mopti,Sasalbe,1998,2365,2437,RGPH
607,Mali,Mopti,Tenenkou,Sougoulbe,1998,2996,2874,RGPH
608,Mali,Mopti,Tenenkou,Tenenkou Commune,1998,3630,4045,RGPH
609,Mali,Mopti,Tenenkou,Togoro Kotia,1998,4852,5215,RGPH
610,Mali,Mopti,Tenenkou,Toguere-Coumbe,1998,10591,11022,RGPH
611,Mali,Tombouctou,Tombouctou,Alafia,1998,3682,3818,RGPH
612,Mali,Tombouctou,Tombouctou,Ber,1998,4006,3865,RGPH
613,Mali,Tombouctou,Tombouctou,Bourem Inaly,1998,3806,4544,RGPH
614,Mali,Tombouctou,Tombouctou,Lafia,1998,3503,4011,RGPH
615,Mali,Tombouctou,Tombouctou,Salam,1998,3776,3485,RGPH
616,Mali,Tombouctou,Tombouctou,Tombouctou,1998,14767,14965,RGPH
617,Mali,Tombouctou,Dire,Arham,1998,1039,1203,RGPH
618,Mali,Tombouctou,Dire,Binga,1998,1973,2038,RGPH
619,Mali,Tombouctou,Dire,Bourem Sidi Amar,1998,2885,2839,RGPH
620,Mali,Tombouctou,Dire,Dangha,1998,3603,3613,RGPH
621,Mali,Tombouctou,Dire,Dire,1998,6412,7019,RGPH
622,Mali,Tombouctou,Dire,Garbakoira,1998,2300,2327,RGPH
623,Mali,Tombouctou,Dire,Haibongo,1998,5112,5434,RGPH
624,Mali,Tombouctou,Dire,Kirchamba,1998,1449,1620,RGPH
625,Mali,Tombouctou,Dire,Kondi,1998,1119,1205,RGPH
626,Mali,Tombouctou,Dire,Sareyamou,1998,6045,6443,RGPH
627,Mali,Tombouctou,Dire,Tienkour,1998,1965,2128,RGPH
628,Mali,Tombouctou,Dire,Tindirma,1998,2380,2542,RGPH
629,Mali,Tombouctou,Dire,Tinguereguif,1998,1115,1152,RGPH
630,Mali,Tombouctou,Goundam,Adarmalane,1998,929,1031,RGPH
631,Mali,Tombouctou,Goundam,Alzounoub,1998,1934,1840,RGPH
632,Mali,Tombouctou,Goundam,Bintagoungou,1998,2947,3212,RGPH
633,Mali,Tombouctou,Goundam,Douekire,1998,6015,6623,RGPH
634,Mali,Tombouctou,Goundam,Doukouria,1998,1232,1199,RGPH
635,Mali,Tombouctou,Goundam,Essakane,1998,4553,4577,RGPH
636,Mali,Tombouctou,Goundam,Gargando,1998,3345,3313,RGPH
637,Mali,Tombouctou,Goundam,Goundam Commune,1998,4411,4619,RGPH
638,Mali,Tombouctou,Goundam,Issa Bery,1998,2202,2472,RGPH
639,Mali,Tombouctou,Goundam,Kaneye,1998,1013,1039,RGPH
640,Mali,Tombouctou,Goundam,M'bouna,1998,2204,2545,RGPH
641,Mali,Tombouctou,Goundam,Razelma,1998,1796,1715,RGPH
642,Mali,Tombouctou,Goundam,Tele,1998,2755,2734,RGPH
643,Mali,Tombouctou,Goundam,Tilemsi,1998,981,912,RGPH
644,Mali,Tombouctou,Goundam,Tin Aicha,1998,951,977,RGPH
645,Mali,Tombouctou,Goundam,Tonka,1998,18059,19762,RGPH
646,Mali,Tombouctou,Gourma-Rharous,Bambara Maoude,1998,4740,4895,RGPH
647,Mali,Tombouctou,Gourma-Rharous,Banikane,1998,2511,2971,RGPH
648,Mali,Tombouctou,Gourma-Rharous,Gossi,1998,4514,4944,RGPH
649,Mali,Tombouctou,Gourma-Rharous,Hamzakoma,1998,1628,1855,RGPH
650,Mali,Tombouctou,Gourma-Rharous,Haribomo,1998,3311,3220,RGPH
651,Mali,Tombouctou,Gourma-Rharous,Inadiatafane,1998,2077,2078,RGPH
652,Mali,Tombouctou,Gourma-Rharous,Ouinerden,1998,1838,1948,RGPH
653,Mali,Tombouctou,Gourma-Rharous,Rharous,1998,7022,8133,RGPH
654,Mali,Tombouctou,Gourma-Rharous,Serere,1998,2752,3197,RGPH
655,Mali,Tombouctou,Niafunke,Banikane Narhawa,1998,7846,8472,RGPH
656,Mali,Tombouctou,Niafunke,Dianke,1998,3569,3635,RGPH
657,Mali,Tombouctou,Niafunke,Fittouga,1998,10464,10569,RGPH
658,Mali,Tombouctou,Niafunke,Koumaira,1998,5540,5550,RGPH
659,Mali,Tombouctou,Niafunke,Lere,1998,5583,5621,RGPH
660,Mali,Tombouctou,Niafunke,N'gorkou,1998,8006,7687,RGPH
661,Mali,Tombouctou,Niafunke,Soboundou,1998,13905,14290,RGPH
662,Mali,Tombouctou,Niafunke,Soumpi,1998,4455,4708,RGPH
663,Mali,Gao,Gao,Anchawadi,1998,5609,5186,RGPH
664,Mali,Gao,Gao,Gabero,1998,8737,10034,RGPH
665,Mali,Gao,Gao,Gao,1998,25486,26715,RGPH
666,Mali,Gao,Gao,Gounzoureye,1998,9783,10187,RGPH
667,Mali,Gao,Gao,N'tillit,1998,5186,4887,RGPH
668,Mali,Gao,Gao,Sony Aliber,1998,14181,15635,RGPH
669,Mali,Gao,Gao,Tilemsi,1998,923,751,RGPH
670,Mali,Gao,Ansongo,Ansongo,1998,9903,10888,RGPH
671,Mali,Gao,Ansongo,Bara,1998,4557,5018,RGPH
672,Mali,Gao,Ansongo,Bourra,1998,6484,6396,RGPH
673,Mali,Gao,Ansongo,Ouattagouna,1998,10492,10491,RGPH
674,Mali,Gao,Ansongo,Talataye,1998,4657,4189,RGPH
675,Mali,Gao,Ansongo,Tessit,1998,3041,2795,RGPH
676,Mali,Gao,Ansongo,Tin Hama,1998,1770,1717,RGPH
677,Mali,Gao,Bourem,Bamba,1998,10159,11576,RGPH
678,Mali,Gao,Bourem,Bourem,1998,9739,11488,RGPH
679,Mali,Gao,Bourem,Taboye,1998,7627,8745,RGPH
680,Mali,Gao,Bourem,Tarkint,1998,3838,3603,RGPH
681,Mali,Gao,Bourem,Temera,1998,6550,7342,RGPH
682,Mali,Gao,Menaka,Alata,1998,,,RGPH
683,Mali,Gao,Menaka,Anderamboukane,1998,5857,5181,RGPH
684,Mali,Gao,Menaka,Inekar,1998,2831,2346,RGPH
685,Mali,Gao,Menaka,Menaka,1998,7592,7189,RGPH
686,Mali,Gao,Menaka,Tidermene,1998,2210,1971,RGPH
687,Mali,Kidal,Kidal,Anefif,1998,2328,1997,RGPH
688,Mali,Kidal,Kidal,Kidal,1998,5750,5409,RGPH
689,Mali,Kidal,Tin-Essako,Intadjedite,1998,,,RGPH
690,Mali,Kidal,Tin-Essako,Tin Essako,1998,1421,1133,RGPH
691,Mali,Kidal,Abeibara,Abeibara,1998,1943,1736,RGPH
692,Mali,Kidal,Abeibara,Boghassa,1998,1308,1289,RGPH
693,Mali,Kidal,Abeibara,Tinzawatene,1998,571,516,RGPH
694,Mali,Kidal,Tessalit,Adjelhoc,1998,2699,2502,RGPH
695,Mali,Kidal,Kidal,Essouk,1998,548,463,RGPH
696,Mali,Kidal,Tessalit,Tessalit,1998,2612,2460,RGPH
697,Mali,Kidal,Tessalit,Timtaghene,1998,752,670,RGPH
698,Mali,Bamako,Bamako,Commune I,1998,99544,95537,RGPH
699,Mali,Bamako,Bamako,Commune II,1998,63565,62788,RGPH
700,Mali,Bamako,Bamako,Commune III,1998,49618,50135,RGPH
701,Mali,Bamako,Bamako,Commune IV,1998,94196,92004,RGPH
702,Mali,Bamako,Bamako,Commune V,1998,94933,92634,RGPH
703,Mali,Bamako,Bamako,Commune VI,1998,113111,108231,RGPH
