source,adm0_pcode,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,adm3_pcode,adm3_name,homme,femme
RGPH,ML,Mali,ML01,Kayes,ML0103,Kayes,ML010320,Marintoumania,2797,2908
RGPH,ML,Mali,ML01,Kayes,ML0103,Kayes,ML010321,Sadiola,9997,9450
RGPH,ML,Mali,ML01,Kayes,ML0103,Kayes,ML010322,Sahel,3518,3914
RGPH,ML,Mali,ML01,Kayes,ML0103,Kayes,ML010323,Same Diomboma,4649,4595
RGPH,ML,Mali,ML01,Kayes,ML0103,Kayes,ML010324,Segala,9334,9433
RGPH,ML,Mali,ML01,Kayes,ML0103,Kayes,ML010325,Sero Diamanou,7969,8123
RGPH,ML,Mali,ML01,Kayes,ML0103,Kayes,ML010326,Somankidy,2301,2483
RGPH,ML,Mali,ML01,Kayes,ML0103,Kayes,ML010327,Sony,3037,3291
RGPH,ML,Mali,ML01,Kayes,ML0103,Kayes,ML010328,Tafacirga,2788,3011
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010101,Bafoulabe,7624,7761
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010102,Bamafele,6349,6195
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010103,Diakon,11343,12798
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010104,Diallan,4916,5230
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010105,Diokeli,4837,5056
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010106,Gounfan,2234,2189
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010107,Kontela,7086,7904
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010108,Koundian,5399,5571
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010109,Mahina,9532,9538
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010110,Niambia,2290,2255
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010111,Oualia,7129,7588
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010112,Sidibela,2461,2685
RGPH,ML,Mali,ML01,Kayes,ML0101,Bafoulabe,ML010113,Tomora,10661,12100
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010201,Bema,9374,10290
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010202,Diangounte Camara,9657,10762
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010203,Dianguirde,4150,4480
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010204,Diema,9362,9935
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010205,Dieoura,3831,4090
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010206,Dioumara Koussata,2717,2923
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010207,Fassou Debe,1870,1861
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010208,Fatao,2132,2642
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010209,Gomitradougou,2107,2004
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010210,Groumera,3438,3716
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010211,Guedebine,1823,1921
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010212,Lakamane,4685,5071
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010213,Lambidou,4370,4977
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010214,Madiga Sacko,4051,4765
RGPH,ML,Mali,ML01,Kayes,ML0102,Diema,ML010215,Sansankide,1783,1864
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010401,Baye,13444,12948
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010402,Dabia,4487,4660
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010403,Dialafara,6816,6905
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010404,Dombia,4267,4719
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010405,Falea,6479,6694
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020414,Faraba,4689,4865
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010406,Faraba,3401,3376
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010407,Guenegore,4852,4998
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010408,Kassama,8486,8738
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010409,Kenieba,12859,13055
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010410,Kouroukoto,2650,2465
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010411,Sagalo,5001,5228
RGPH,ML,Mali,ML01,Kayes,ML0104,Kenieba,ML010412,Sitakily,7024,6856
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010501,Badia,2890,3005
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010502,Bendougouba,7075,7213
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010503,Benkadi Founia,3342,3388
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010504,Boudofo,1490,1442
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010505,Bougarybaya,2889,3027
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010506,Dindanko,3383,3317
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010507,Djidian,6160,6250
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010508,Djougoun,3315,3602
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010509,Gadougou 1,8090,8296
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010510,Gadougou 2,2314,2354
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010511,Guemoukouraba,2882,3400
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010512,Kassaro,5885,6033
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010513,Kita Commune,15852,16009
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010514,Kita Nord,3.00E+03,2969
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010515,Kita Ouest,5774,5967
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010516,Kobri,6354,6142
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010517,Kokofata,7090,7248
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010518,Kotouba,1131,1190
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010519,Koulou,2690,2751
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010520,Kourounikoto,1613,1634
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010521,Madina,6687,6760
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010522,Makano,4087,4054
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010523,Namala Guimba,4318,4272
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010524,Niantanso,1985,2020
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010525,Saboula,3805,3258
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010526,Sebekoro,9133,9310
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010527,Sefeto Nord,3845,4192
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010528,Sefeto Ouest,7134,7556
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010529,Senko,3870,3943
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010530,Sirakoro,4440,4409
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010531,Souransan Tomoto,2496,2508
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010532,Tambaga,3482,3643
RGPH,ML,Mali,ML01,Kayes,ML0105,Kita,ML010533,Toukoto,3385,3097
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010601,Baniere Kore,2501,2332
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010602,Diabigue,3773,3790
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010603,Diarra,2745,2910
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010604,Diaye Coura,4682,5144
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010605,Gavinane,5008,5358
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010606,Gogui,4573,5067
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010607,Guetema,3688,3934
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010608,Kadiaba Kadiel,3948,3949
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010609,Korera Kore,6990,7806
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010610,Nioro Commune,10884,11382
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010611,Nioro Tougoune Ranga,5273,4911
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010612,Sandare,8015,8510
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010613,Simbi,6066,6537
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010614,Troungoumbe,4759,5229
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010615,Yerere,5726,6157
RGPH,ML,Mali,ML01,Kayes,ML0106,Nioro,ML010616,Youri,1913,2148
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010701,Diafounou Diongaga,3381,3696
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010702,Diafounou Gory,6704,7457
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010703,Fanga,2559,2811
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010704,Gory,3954,4690
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010705,Guidime,12793,14328
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010706,Kirane Kaniaga,11119,12610
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010708,Kremis,3206,3529
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010709,Marekaffo,1577,1822
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010710,Soumpou,1661,1698
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010711,Toya,4131,4777
RGPH,ML,Mali,ML01,Kayes,ML0107,Yelimane,ML010712,Tringa,4581,5355
RGPH,ML,Mali,ML02,Koulikouro,ML0206,Koulikoro,ML020601,Dinandougou,7581,7527
RGPH,ML,Mali,ML02,Koulikouro,ML0206,Koulikoro,ML020602,Doumba,2974,3117
RGPH,ML,Mali,ML02,Koulikouro,ML0206,Koulikoro,ML020603,Koula,10266,10533
RGPH,ML,Mali,ML02,Koulikouro,ML0206,Koulikoro,ML020604,Koulikoro Commune,14237,14433
RGPH,ML,Mali,ML02,Koulikouro,ML0206,Koulikoro,ML020605,Meguetan,8537,8440
RGPH,ML,Mali,ML02,Koulikouro,ML0206,Koulikoro,ML020606,Nyamina,13362,13697
RGPH,ML,Mali,ML02,Koulikouro,ML0206,Koulikoro,ML020607,Sirakorola,12940,13103
RGPH,ML,Mali,ML02,Koulikouro,ML0206,Koulikoro,ML020608,Tienfala,2039,1997
RGPH,ML,Mali,ML02,Koulikouro,ML0206,Koulikoro,ML020609,Tougouni,4318,4384
RGPH,ML,Mali,ML02,Koulikouro,ML0201,Banamba,ML020101,Banamba,11755,12178
RGPH,ML,Mali,ML02,Koulikouro,ML0201,Banamba,ML020103,Boron,15223,15090
RGPH,ML,Mali,ML02,Koulikouro,ML0201,Banamba,ML020104,Duguwolowula,16204,16210
RGPH,ML,Mali,ML02,Koulikouro,ML0201,Banamba,ML020105,Kiban,4520,4559
RGPH,ML,Mali,ML02,Koulikouro,ML0201,Banamba,ML020106,Madina Sacko,8507,8808
RGPH,ML,Mali,ML02,Koulikouro,ML0201,Banamba,ML020107,Sebete,1503,1588
RGPH,ML,Mali,ML02,Koulikouro,ML0201,Banamba,ML020108,Toubacoro,5146,5141
RGPH,ML,Mali,ML02,Koulikouro,ML0201,Banamba,ML020109,Toukoroba,4489,4542
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020201,Banco,12011,12585
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020202,Benkadi,2998,3035
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020203,Binko,6559,6703
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020204,Degnekoro,3397,3661
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020205,Diebe,3089,3363
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020206,Diedougou,2152,2200
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020207,Diouman,5422,5472
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020208,Dolendougou,4802,4981
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020209,Guegneka,13944,13460
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020210,Jekafo,2509,2353
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020211,Kaladougou,12031,11792
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020212,Kemekafo,8479,8486
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020213,Kerela,3628,3596
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020214,Kilidougou,5855,6190
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020215,Massigui,21002,21663
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020216,Nangola,6758,6845
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020217,N'dlondougou,7048,7052
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020218,N'garadougou,5075,5038
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020219,N'golobougou,7475,7729
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020220,Niantjila,5886,6265
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020221,Tenindougou,4959,4910
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020222,Wacoro,4867,4892
RGPH,ML,Mali,ML02,Koulikouro,ML0202,Dioila,ML020223,Zan Coulibaly,5935,5858
RGPH,ML,Mali,ML02,Koulikouro,ML0203,Kangaba,ML020301,Balan Bakama,2434,2540
RGPH,ML,Mali,ML02,Koulikouro,ML0203,Kangaba,ML020302,Benkadi,3315,3382
RGPH,ML,Mali,ML02,Koulikouro,ML0203,Kangaba,ML020303,Kaniogo,6411,6583
RGPH,ML,Mali,ML02,Koulikouro,ML0203,Kangaba,ML020304,Karan Commune,2755,2914
RGPH,ML,Mali,ML02,Koulikouro,ML0203,Kangaba,ML020305,Maramandougou,5414,5461
RGPH,ML,Mali,ML02,Koulikouro,ML0203,Kangaba,ML020306,Minidian,6707,6713
RGPH,ML,Mali,ML02,Koulikouro,ML0203,Kangaba,ML020307,Narena,4381,4494
RGPH,ML,Mali,ML02,Koulikouro,ML0203,Kangaba,ML020308,Nouga,4207,4281
RGPH,ML,Mali,ML02,Koulikouro,ML0203,Kangaba,ML020309,Selefougou,2231,2241
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020401,Baguineda Camp,14388,13983
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020402,Bancoumana,9539,9599
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020403,Bossofala,7931,7726
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020404,Bougoula,4058,4136
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020405,Daban,4342,4279
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020406,Diago,3002,3008
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020407,Dialakoroba,8314,8386
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020408,Dialakorodji,6386,6552
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020409,Diedougou,4214,4410
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020410,Dio Gare,4147,4239
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020411,Dogodouman,2129,2147
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020412,Dombila,5128,5091
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020413,Doubabougou,3007,3148
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020415,Kalabancoro,17982,17600
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020416,Kalifabougou,5513,5588
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020417,Kambila,4884,4900
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020418,Kati Commune,25700,27014
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020419,Kourouba,2488,2472
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020420,Mande,15470,15107
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020421,Moribabougou,2638,2739
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020422,Mountougoula,5127,5131
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020423,N'gabacoro,3120,2875
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020424,N'gouraba,6279,6140
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020425,Niagadina,4186,4312
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020426,Nioumakana,3045,3199
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020427,N'tjiba,8608,8664
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020428,Ouelessebougou,18057,18141
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020429,Safo,3916,4007
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020430,Sanankoro Djitoumou,11165,11086
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020431,Sanankoroba,5012,5130
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020432,Sangarebougou,4026,4020
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020433,Siby,9033,9117
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020434,Sobra,3359,3497
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020435,Tiakadougou Dialakoro,2673,2696
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020436,Tiele,7419,7452
RGPH,ML,Mali,ML02,Koulikouro,ML0204,Kati,ML020437,Yelekebougou,5242,5126
RGPH,ML,Mali,ML02,Koulikouro,ML0201,Banamba,ML020102,Ben Kadi,5855,5935
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020501,Didieni,12348,13073
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020502,Guihoyo,7313,7604
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020503,Kolokani,16332,17226
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020504,Massantola,14148,14953
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020505,Nonkon,7157,7586
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020506,Nossombougou,8480,8893
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020507,Ouolodo,4522,4806
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020508,Sagabala,7394,7864
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020509,Sebecoro 1,7279,7774
RGPH,ML,Mali,ML02,Koulikouro,ML0205,Kolokani,ML020510,Tioribougou,4913,5240
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020701,Allahina,3943,4178
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020702,Dabo,3225,3416
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020703,Dilly,14802,13880
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020704,Dogofry,11591,12786
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020705,Fallou,10329,11148
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020706,Gueneibe,3046,3211
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020707,Guire,4862,4712
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020708,Koronga,3996,3921
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020709,Nara,9572,10221
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020710,Niamana,10483,10722
RGPH,ML,Mali,ML02,Koulikouro,ML0207,Nara,ML020711,Ouagadou,6241,6498
RGPH,ML,Mali,ML03,Sikasso,ML0302,Kadiolo,ML030201,Diou,1386,1442
RGPH,ML,Mali,ML03,Sikasso,ML0302,Kadiolo,ML030202,Dioumatene,3319,3301
RGPH,ML,Mali,ML03,Sikasso,ML0302,Kadiolo,ML030203,Fourou,10797,10492
RGPH,ML,Mali,ML03,Sikasso,ML0302,Kadiolo,ML030204,Kadiolo,15398,15894
RGPH,ML,Mali,ML03,Sikasso,ML0302,Kadiolo,ML030205,Kai,3313,3643
RGPH,ML,Mali,ML03,Sikasso,ML0302,Kadiolo,ML030206,Loulouni,13722,14396
RGPH,ML,Mali,ML03,Sikasso,ML0302,Kadiolo,ML030207,Misseni,6148,6528
RGPH,ML,Mali,ML03,Sikasso,ML0302,Kadiolo,ML030208,Nimbougou,2256,2349
RGPH,ML,Mali,ML03,Sikasso,ML0302,Kadiolo,ML030209,Zegoua,6838,7138
RGPH,ML,Mali,ML03,Sikasso,ML0307,Yorosso,ML030701,Boura,7416,7430
RGPH,ML,Mali,ML03,Sikasso,ML0307,Yorosso,ML030702,Karangana,6352,6523
RGPH,ML,Mali,ML03,Sikasso,ML0307,Yorosso,ML030703,Kiffosso 1,7577,7925
RGPH,ML,Mali,ML03,Sikasso,ML0307,Yorosso,ML030704,Koumbia,7713,7561
RGPH,ML,Mali,ML03,Sikasso,ML0307,Yorosso,ML030705,Koury,16748,16857
RGPH,ML,Mali,ML03,Sikasso,ML0307,Yorosso,ML030706,Mahou,5978,5947
RGPH,ML,Mali,ML03,Sikasso,ML0307,Yorosso,ML030707,Menamba 1,3332,3507
RGPH,ML,Mali,ML03,Sikasso,ML0307,Yorosso,ML030708,Ourikela,8169,8187
RGPH,ML,Mali,ML03,Sikasso,ML0307,Yorosso,ML030709,Yorosso,6886,6913
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030301,Bougoula,1736,1980
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030302,Fakola,6933,7735
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030303,Farako,4964,5406
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030304,Kadiana,7650,8095
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030305,Kebila,11846,12950
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030306,Kolondieba,18259,19686
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030307,Kolosso,2743,2648
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030308,Mena,2424,2579
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030309,Nangalasso,4207,4422
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030310,N'golodiana,2526,2859
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030311,Tiongui,3240,3333
RGPH,ML,Mali,ML03,Sikasso,ML0303,Kolondieba,ML030312,Tousseguela,1803,1837
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030601,Baya,7222,7240
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030602,Bolo-Fouta,1748,1813
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030121,Syen Toula,3337,3431
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030603,Djallon-Foula,4961,5213
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030604,Djiguiya De Koloni,2195,2362
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030605,Gouanan,9647,9543
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030606,Gouandiaka,4019,3918
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030607,Koussan,3711,3823
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030608,Sankarani,3996,4052
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030609,Sere Moussa Ani Samo,8119,8039
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030610,Tagandougou,6983,7118
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030611,Wassoulou Balle,18574,18924
