source,adm0_pcode,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,adm3_pcode,adm3_name,homme,femme
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030608,Sankarani,3660,3903
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030609,Sere Moussa Ani Samo,9320,9464
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030610,Tagandougou,7524,7587
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030611,Wassoulou Balle,25532,25941
RGPH,ML,Mali,ML03,Sikasso,ML0306,Yanfolila,ML030612,Yallankoro-Soloba,5410,5866
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030401,Diedougou,2698,2819
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030402,Diouradougou Kafo,4552,4699
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030403,Fagui,5325,5624
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030404,Fakolo,5476,5778
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030406,Gouadji Kao,5150,5564
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030405,Gouadie Sougouna,13100,13147
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030407,Kafo Faboli,6817,7389
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030408,Kapala,4089,4204
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030409,Karagouana Malle,3637,3722
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030410,Kolonigue,11169,11791
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030411,Konina,6769,7087
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030412,Koningue,7821,8296
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030413,Konseguela,14548,15536
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030414,Koromo,4574,4793
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030415,Kouniana,2267,2378
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030416,Koutiala Commune,70905,70539
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030417,Logouana,4069,4332
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030418,Miena,16966,18365
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030419,M'pessoba,6216,6818
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030420,Nafanga,9721,9854
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030421,Nampe,2979,3224
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030422,N'golonianasso,4290,4504
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030423,N'goutjina,2380,2446
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030425,N'tossoni,9544,10258
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030426,Sincina,9371,9675
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030427,Sinkolo,6057,6358
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030428,Songo Doubacoro,7245,7515
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030429,Songoua,3030,3169
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030430,Sorobasso,2800,2916
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030431,Tao,2804,3143
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030432,Yognogo,2397,2371
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030433,Zanfigue,7492,7747
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030434,Zangasso,9391,10105
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030435,Zanina,3619,3806
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030436,Zebala,8293,8997
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030101,Bladie-Tiemala,2186,2418
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030102,Bougouni Commune,29581,28957
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030103,Danou,6562,6902
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030104,Debelin,4092,4189
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030105,Defina,3828,4191
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030106,Dogo,16769,17385
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030107,Domba,6808,7039
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030108,Faradiele,1350,1339
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030109,Faragouaran,5066,5459
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030110,Garalo,15732,17028
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030111,Keleya,10022,10507
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030112,Kokele,3247,3230
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030113,Kola,2240,2248
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030114,Koumantou,24828,26381
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030115,Kouroulamini,3068,3177
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030116,Meridiela,6818,7040
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030117,Ouroun,2747,2798
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030118,Sanso,9932,9902
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030119,Sibirila,15109,15728
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030120,Sido,10269,10553
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030122,Tiemala Banimonotie,8232,8541
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030123,Wola,5623,5759
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030124,Yinindougou,4485,4481
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030125,Yiridougou,4475,5003
RGPH,ML,Mali,ML03,Sikasso,ML0301,Bougouni,ML030126,Zantiebougou,17667,18100
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030501,Benkadi,3875,4089
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030502,Blendio,5857,6398
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030503,Danderesso,17956,18400
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030504,Dembela,6134,6369
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030505,Dialakoro,2634,2842
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030506,Diomatene,2149,2314
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030507,Dogoni,6452,6976
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030508,Doumanaba,6565,7297
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030509,Fama,5275,5489
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030510,Farakala,3676,3912
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030511,Finkolo,6988,7191
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030512,Finkolo Ganadougou,8635,8698
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030513,Gongasso,4215,4591
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030514,Kabarasso,4043,4443
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030515,Kaboila,13200,14098
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030516,Kafouziela,3108,3304
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030517,Kapala,5040,5245
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030518,Kapolondougou,6990,7679
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030519,Kignan,12809,13154
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030520,Klela,12199,12671
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030521,Kofan,4720,5578
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030522,Kolokoba,3548,4155
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030523,Koumankou,4457,4498
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030524,Kouoro,7532,7567
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030525,Kourouma,7138,7603
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030526,Lobougoula,14790,16428
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030527,Miniko,1678,1615
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030528,Miria,4649,5340
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030529,Missirikoro,2146,2259
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030537,Sokourani Missirikoro,1632,1740
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030530,Natien,18507,18870
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030531,Niena,4958,5086
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030532,Nongo-Souala,1920,1914
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030533,N'tjikouna,3283,3634
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030534,Pimperna,4482,4826
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030535,Sanzana,5479,5820
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030536,Sikasso Commune,114171,112447
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030538,Tella,3698,3909
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030539,Tiankadi,2230,2478
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030540,Wateni,3097,3110
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030541,Zanferebougou,2237,2416
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030542,Zangaradougou,3537,3724
RGPH,ML,Mali,ML03,Sikasso,ML0305,Sikasso,ML030543,Zaniena,3523,3595
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040101,Baraoueli,6446,6483
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040102,Boidie,10983,11073
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040103,Dougoufie,4541,4719
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040104,Gouendo,5212,5376
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040105,Kalake,7973,8536
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040106,Konobougou,18369,18867
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040618,N'gara,5693,6013
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040107,N'gassola,2829,2831
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040623,Samine,6076,6244
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040108,Sanando,16040,16603
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040109,Somo,3357,3518
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040110,Tamani,6307,6752
RGPH,ML,Mali,ML04,Segou,ML0401,Baroueli,ML040111,Tesserla,3054,3064
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040601,Baguindabougou,5154,5237
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040602,Bellen,3514,3401
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040603,Boussin,5534,5970
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040604,Cinzana,17974,18099
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040605,Diedougou,8238,8291
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040606,Diganibougou,7781,7839
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040607,Dioro,22715,23906
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040608,Diouna,16044,16505
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040609,Dougabougou,14039,13912
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040610,Farako,5686,6085
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040611,Farakou Massa,7090,7620
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040612,Fatine,12362,12782
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040613,Kamiandougou,7557,7620
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040614,Katiena,16982,17130
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040615,Konodimini,7802,8111
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040616,Markala,22577,23349
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040617,Massala,3619,3685
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040619,N'koumandougou,6828,6828
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040620,Pelengana,27796,28051
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040621,Sakoiba,9078,9208
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040622,Sama Foulala,3401,3631
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040624,Sansanding,11661,11738
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040625,Sebougou,7930,8320
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040626,Segou Commune,66819,66682
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040627,Sibila,9216,9889
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040628,Soignebougou,1547,1552
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040629,Souba,9872,10178
RGPH,ML,Mali,ML04,Segou,ML0406,Segou,ML040630,Togou,5345,5716
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040201,Beguene,5799,6101
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040202,Bla,22139,23335
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040203,Diaramana,9650,10403
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040204,Diena,4740,4762
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040205,Dougouolo,4230,4481
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040206,Falo,20313,20831
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040207,Fani,6709,7112
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040208,Kazangasso,2868,3133
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040209,Kemeni,6524,6898
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040210,Korodougou,5447,5889
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040211,Koulandougou,2328,2382
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040212,Niala,4947,5315
RGPH,ML,Mali,ML03,Sikasso,ML0304,Koutiala,ML030424,Niantaga,3231,3511
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040213,Samabogo,6338,6872
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040214,Somasso,5348,5600
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040215,Tiemena,5356,5813
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040216,Touna,14813,15586
RGPH,ML,Mali,ML04,Segou,ML0402,Bla,ML040217,Yangasso,10651,10965
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040501,Baramandougou,4510,4639
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040502,Dah,6436,6499
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040503,Diakourouna,5768,5931
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040504,Dieli,6813,7171
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040505,Djeguena,1953,2086
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040506,Fion,3195,3309
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040507,Kaniegue,3585,3535
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040508,Karaba,4285,4406
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040509,Kassorola,8134,8208
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040510,Kava,9079,9277
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040511,Moribila,5646,5898
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040512,N'goa,4527,4655
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040513,Niamana,6422,6750
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040514,Niasso,5067,5132
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040515,N'torosso,4783,4800
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040516,Ouolon,6653,6660
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040517,San Commune,33540,33427
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040518,Siadougou,8896,8848
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040519,Somo,1853,1891
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040520,Sourountouna,6142,6229
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040521,Sy,6371,6185
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040522,Tene,10211,10447
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040523,Teneni,3461,3539
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040524,Tourakolomba,3934,3943
RGPH,ML,Mali,ML04,Segou,ML0405,San,ML040525,Waki,4429,4455
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040401,Diabaly,17222,17102
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040402,Dogofry,16904,17109
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040403,Kala Siguida,10582,10761
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040404,Mariko,11795,11518
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040405,Nampalari,5571,5533
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040406,Niono,40469,41174
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040407,Pogo,8143,8182
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040408,Siribala,19101,18665
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040409,Sirifila Boundy,16195,16720
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040410,Sokolo,12521,12528
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040411,Toridaga Ko,14351,15415
RGPH,ML,Mali,ML04,Segou,ML0404,Niono,ML040412,Yeredon Saniona,8521,8789
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040701,Benena,9039,8893
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040702,Diora,8372,7633
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040703,Fangasso,11871,11944
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040704,Koula,8905,9184
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040705,Lanfiala,4646,4795
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040706,Mafoune,11600,11683
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040707,Mandiakuy,10808,10279
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040708,Ouan,4509,4599
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040709,Sanekuy,8129,7605
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040710,Timissa,8757,8823
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040711,Tominian,12520,12533
RGPH,ML,Mali,ML04,Segou,ML0407,Tominian,ML040712,Yasso,7021,6809
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040301,Boky Were,7745,7657
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040302,Folomana,4201,4210
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040303,Kokry Centre,8781,8703
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040304,Kolongo,16552,17622
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040305,Macina,17721,18551
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040306,Matomo,7394,7633
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040307,Monimpebougou,16696,17258
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040308,Saloba,17041,17851
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040309,Sana,11432,11910
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040310,Souleye,4747,5120
RGPH,ML,Mali,ML04,Segou,ML0403,Macina,ML040311,Tongue,3542,3710
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050601,Bassirou,825,893
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050602,Borondougou,3945,4125
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050603,Dialloube,15212,15736
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050604,Fatoma,7140,7770
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050605,Konna,18308,18482
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050606,Korombana,14516,15225
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050607,Koubaye,3289,3282
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050608,Kounari,7539,7948
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050609,Mopti Commune,60080,60706
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050610,Ouro Modi,1566,1762
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050611,Ouroube Doude,6180,6044
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050613,Sio,11921,12209
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050614,Socoura,18803,18180
RGPH,ML,Mali,ML05,Mopti,ML0506,Mopti,ML050615,Soye,10760,10463
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050101,Bandiagara Commune,8847,8319
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050102,Bara Sara,7541,7492
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050103,Borko,3354,3677
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050104,Dandoli,4670,4909
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050105,Diamnati,6314,6834
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050106,Dogani Bere,2125,2294
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050107,Doucoumbo,9906,10929
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050108,Dourou,9666,9858
RGPH,ML,Mali,ML05,Mopti,ML0505,Koro,ML050509,Kassa,8996,9905
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050109,Kende,1805,1921
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050110,Kendie,12153,13329
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050111,Lowol Gueou,4527,4430
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050112,Metoumou,6394,7622
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050113,Ondougou,2585,3072
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050114,Pelou,2060,2287
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050115,Pignari,7740,8323
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050116,Pignari Bana,14464,15615
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050117,Sangha,15033,15765
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050118,Segue Ire,6762,8099
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050119,Soroly,3458,3838
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050120,Timiri,13628,14124
RGPH,ML,Mali,ML05,Mopti,ML0501,Bandiagara,ML050121,Wadouba,13382,14477
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050201,Bankass,15260,15216
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050202,Baye,7196,7453
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050203,Diallassagou,11256,11453
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050204,Dimbal Habe,8686,8996
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050205,Kani Bozon,6712,6370
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050206,Koulogon Habe,7146,7365
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050207,Lessagou Habe,7811,7741
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050208,Ouonkoro,11559,11143
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050209,Segue,10835,11232
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050210,Sokoura,19415,19150
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050211,Soubala,5278,5406
RGPH,ML,Mali,ML05,Mopti,ML0502,Bankass,ML050212,Tori,8819,9192
RGPH,ML,Mali,ML05,Mopti,ML0508,Youwarou,ML050801,Bimbere Tama,3990,4249
RGPH,ML,Mali,ML05,Mopti,ML0508,Youwarou,ML050802,Deboye,11537,11615
RGPH,ML,Mali,ML05,Mopti,ML0508,Youwarou,ML050803,Dirma,4045,4073
RGPH,ML,Mali,ML05,Mopti,ML0508,Youwarou,ML050804,Dongo,5687,5789
RGPH,ML,Mali,ML05,Mopti,ML0508,Youwarou,ML050805,Farimake,6035,5881
RGPH,ML,Mali,ML05,Mopti,ML0508,Youwarou,ML050806,N'dodjiga,11127,11182
RGPH,ML,Mali,ML05,Mopti,ML0508,Youwarou,ML050807,Youwarou,11577,11736
RGPH,ML,Mali,ML05,Mopti,ML0503,Djenne,ML050301,Dandougou Fakala,4688,4722
RGPH,ML,Mali,ML05,Mopti,ML0503,Djenne,ML050302,Derrary,3343,3619
RGPH,ML,Mali,ML05,Mopti,ML0503,Djenne,ML050303,Djenne Commune,13320,12947
RGPH,ML,Mali,ML05,Mopti,ML0503,Djenne,ML050304,Fakala,16709,17005
RGPH,ML,Mali,ML05,Mopti,ML0503,Djenne,ML050305,Femaye,7990,8334
RGPH,ML,Mali,ML05,Mopti,ML0503,Djenne,ML050306,Kewa,10834,11191
RGPH,ML,Mali,ML05,Mopti,ML0503,Djenne,ML050307,Madiama,5735,6098
