Admin0_Nam,Pcode_Ad_0,Admin1_Nam,Pcode_Ad_1,Admin2_Nam,Pcode_Ad_2,Admin3_Nam,Pcode_Ad_3,annee,female,male,total,source
Mali,ML,Kayes,ML01,Kayes,ML0103,Koniakary,ML010315,2015,5004,4980,9984,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Marintoumania,ML010320,2015,4979,4907,9886,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Marena Diombougou,ML010319,2015,11867,11033,22900,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Khouloum,ML010314,2015,11357,11938,23295,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Karakoro,ML010311,2015,9529,9120,18649,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kouroulamini,ML030115,2015,3897,3763,7660,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Faradiele,ML030108,2015,1642,1656,3298,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Dougoufie,ML040103,2015,5788,5570,11357,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sama Foulala,ML040622,2015,4453,4171,8625,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Benkadi,ML030501,2015,5015,4753,9768,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Gory Gopela,ML010307,2015,4816,4831,9647,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Sansankide,ML010215,2015,3113,2986,6099,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Guedebine,ML010211,2015,3114,3127,6241,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Groumera,ML010210,2015,7435,6693,14127,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Gomitradougou,ML010209,2015,4486,4462,8948,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Fassou Debe,ML010207,2015,3443,3266,6708,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Lambidou,ML010213,2015,9518,8622,18140,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Soumpou,ML010710,2015,3053,2899,5952,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Marekaffo,ML010709,2015,3462,3067,6529,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Gory,ML010704,2015,7935,7519,15454,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Diafounou Diongaga,ML010701,2015,6150,5719,11869,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Youri,ML010616,2015,4617,4110,8727,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Troungoumbe,ML010614,2015,7980,7335,15315,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Nioro Tougoune Ranga,ML010611,2015,8329,7861,16190,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Kadiaba Kadiel,ML010608,2015,6063,6110,12173,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Diaye Coura,ML010604,2015,8782,8040,16823,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Sangarebougou,ML020432,2015,28422,29465,57887,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Farako,ML040610,2015,7463,6974,14437,OCHA
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Alafia,ML060501,2015,8037,7806,15844,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Dialakorodji,ML020408,2015,29010,29238,58247,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Diago,ML020406,2015,5796,5749,11545,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Dombila,ML020412,2015,8453,8048,16500,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sebougou,ML040625,2015,10205,9726,19931,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Diganibougou,ML040606,2015,9615,9543,19158,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'golonianasso,ML030422,2015,12582,11706,24288,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Fagui,ML030403,2015,6898,6531,13430,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Tella,ML030538,2015,4795,4536,9330,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Wacoro,ML020222,2015,9272,9127,18399,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Diouman,ML020207,2015,11679,11843,23522,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Kilidougou,ML020214,2015,9727,9295,19022,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,N'golodiana,ML030310,2015,4438,3991,8429,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Syen Toula,ML030121,2015,5840,5757,11597,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Tagandougou,ML030610,2015,9306,9229,18534,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sinkolo,ML030427,2015,7798,7429,15228,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Dolendougou,ML020208,2015,9063,8379,17443,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Benkadi,ML020202,2015,5014,4675,9689,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Fakolo,ML030404,2015,7087,6717,13804,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Gouadji Kao,ML030406,2015,6825,6317,13141,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Karagouana Malle,ML030409,2015,4565,4461,9026,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Koningue,ML030412,2015,10175,9593,19768,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Logouana,ML030417,2015,5313,4991,10304,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Nafanga,ML030420,2015,5524,5262,10786,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Nampe,ML030421,2015,3000,2919,5919,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'goutjina,ML030423,2015,12086,11923,24010,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sincina,ML030426,2015,11867,11494,23361,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Songo Doubacoro,ML030428,2015,9218,8886,18104,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sorobasso,ML030430,2015,3577,3434,7011,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Tao,ML030431,2015,3855,3439,7294,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zanina,ML030435,2015,4668,4439,9107,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Bougoula,ML030301,2015,3958,3746,7704,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Zanferebougou,ML030541,2015,2963,2744,5707,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Tiankadi,ML030539,2015,3039,2735,5775,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sokourani Missirikoro,ML030537,2015,2134,2002,4136,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sanzana,ML030535,2015,7139,6720,13859,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Pimperna,ML030534,2015,5919,5497,11417,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dialakoro,ML030505,2015,3486,3231,6717,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Yallankoro-Soloba,ML030612,2015,7195,6636,13831,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Menamba 1,ML030707,2015,6488,6416,12905,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Tesserla,ML040111,2015,3758,3746,7504,OCHA
Mali,ML,Segou,ML04,Niono,ML0404,Yeredon Saniona,ML040412,2015,10780,10451,21231,OCHA
Mali,ML,Segou,ML04,Niono,ML0404,Toridaga Ko,ML040411,2015,18907,17602,36508,OCHA
Mali,ML,Segou,ML04,San,ML0405,Diakourouna,ML040503,2015,7274,7074,14349,OCHA
Mali,ML,Segou,ML04,San,ML0405,Djeguena,ML040505,2015,2558,2395,4954,OCHA
Mali,ML,Segou,ML04,San,ML0405,Karaba,ML040508,2015,5404,5256,10660,OCHA
Mali,ML,Segou,ML04,San,ML0405,Niamana,ML040513,2015,5887,5866,11754,OCHA
Mali,ML,Segou,ML04,San,ML0405,N'torosso,ML040515,2015,6294,6215,12509,OCHA
Mali,ML,Segou,ML04,San,ML0405,Sourountouna,ML040520,2015,7640,7533,15173,OCHA
Mali,ML,Segou,ML04,San,ML0405,Tene,ML040522,2015,12813,12524,25337,OCHA
Mali,ML,Segou,ML04,San,ML0405,Waki,ML040525,2015,5464,5432,10896,OCHA
Mali,ML,Segou,ML04,San,ML0405,Kassorola,ML040509,2015,10067,9976,20044,OCHA
Mali,ML,Segou,ML04,San,ML0405,Kaniegue,ML040507,2015,4336,4397,8733,OCHA
Mali,ML,Segou,ML04,San,ML0405,Dieli,ML040504,2015,8795,8356,17151,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Koulandougou,ML040211,2015,2922,2855,5777,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Samabogo,ML040213,2015,8429,7774,16202,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Tiemena,ML040215,2015,7130,6569,13699,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sakoiba,ML040621,2015,11294,11134,22428,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Pelengana,ML040620,2015,34405,34092,68497,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,N'gara,ML040618,2015,7375,6982,14357,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Markala,ML040616,2015,28638,27691,56328,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Farakou Massa,ML040611,2015,9346,8696,18042,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Dougabougou,ML040609,2015,17063,17219,34282,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Diouna,ML040608,2015,5697,5516,11213,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Dioro,ML040607,2015,29321,27860,57181,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Diedougou,ML040605,2015,10169,10104,20273,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Tongue,ML040311,2015,4550,4344,8895,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Matomo,ML040306,2015,9362,9069,18431,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Benena,ML040701,2015,10907,11086,21994,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Fangasso,ML040703,2015,14649,14560,29209,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Koula,ML040704,2015,11264,10922,22186,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Mafoune,ML040706,2015,14329,14227,28557,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Ouan,ML040708,2015,5641,5530,11171,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Mandiakuy,ML040707,2015,12607,13256,25863,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Lanfiala,ML040705,2015,5881,5698,11579,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Ouroun,ML030117,2015,3432,3369,6801,OCHA
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Diou,ML030201,2015,2159,2139,4298,OCHA
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Kai,ML030205,2015,5331,4709,10039,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Garalo,ML030110,2015,20886,19296,40182,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Domba,ML030107,2015,8634,8350,16984,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Sankarani,ML030608,2015,4787,4489,9276,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Kaniogo,ML020303,2015,10398,10191,20589,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Maramandougou,ML020305,2015,8957,8877,17834,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Minidian,ML020306,2015,11178,11054,22232,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Diedougou,ML020206,2015,22510,21516,44026,OCHA
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Nimbougou,ML030208,2015,5424,4907,10331,OCHA
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Zegoua,ML030209,2015,20407,20214,40621,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Gouadie Sougouna,ML030405,2015,8404,8066,16470,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kafo Faboli,ML030407,2015,9063,8361,17424,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kapala,ML030408,2015,5156,5015,10172,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kolonigue,ML030410,2015,14462,13699,28162,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kouniana,ML030415,2015,2917,2781,5697,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Miena,ML030418,2015,8363,7624,15987,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,M'pessoba,ML030419,2015,22526,20810,43335,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'tossoni,ML030425,2015,4306,3963,8269,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Songoua,ML030429,2015,3887,3716,7603,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Yognogo,ML030432,2015,2908,2940,5848,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zanfigue,ML030433,2015,9502,9189,18691,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Fakola,ML030302,2015,17767,17117,34883,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Konina,ML030411,2015,8693,8303,16995,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Diedougou,ML030401,2015,3458,3309,6767,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zebala,ML030436,2015,11035,10172,21207,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kebila,ML030305,2015,21378,19209,40587,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Mena,ML030308,2015,3934,3618,7552,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Natien,ML030530,2015,4457,4027,8484,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,N'tjikouna,ML030533,2015,2348,2355,4703,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Missirikoro,ML030529,2015,2771,2632,5403,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Miria,ML030528,2015,6550,5702,12252,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kourouma,ML030525,2015,9325,8755,18081,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kolokoba,ML030522,2015,5096,4352,9448,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kofan,ML030521,2015,6842,5789,12631,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Klela,ML030520,2015,15542,14963,30504,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Dindanko,ML010506,2015,6157,6043,12199,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Madina,ML010521,2015,8768,8433,17200,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Faraba,ML020414,2015,7572,7585,15157,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Tiakadougou Dialakoro,ML020435,2015,4758,4684,9443,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Baya,ML030601,2015,15101,14905,30006,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Selefougou,ML020309,2015,2862,2826,5688,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,N'dlondougou,ML020217,2015,13084,12666,25750,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dogoni,ML030507,2015,8556,7914,16470,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dembela,ML030504,2015,7812,7524,15336,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kignan,ML030519,2015,16134,15711,31845,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kapolondougou,ML030518,2015,9419,8574,17992,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kapala,ML030517,2015,6433,6182,12615,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Gongasso,ML030513,2015,5631,5170,10801,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Farakala,ML030510,2015,4798,4509,9307,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Doumanaba,ML030508,2015,8950,8052,17002,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Blendio,ML030502,2015,7847,7184,15031,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Finkolo,ML030511,2015,8820,8571,17391,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Bolo-Fouta,ML030602,2015,2777,2654,5431,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Djallon-Foula,ML030603,2015,6870,6864,13734,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Boura,ML030701,2015,13688,13560,27248,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Karangana,ML030702,2015,10785,10088,20873,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Kiffosso 1,ML030703,2015,12194,11647,23842,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Koumbia,ML030704,2015,15712,15485,31197,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Koury,ML030705,2015,33666,32923,66590,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Guemoukouraba,ML010511,2015,6516,5906,12422,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Dianguirde,ML010203,2015,7513,7189,14702,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Dioumara Koussata,ML010206,2015,10151,9815,19966,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Sagabala,ML020508,2015,11151,10569,21720,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Didieni,ML020501,2015,20790,19804,40594,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Djiguiya De Koloni,ML030604,2015,4251,4168,8419,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Mahou,ML030706,2015,9881,10047,19928,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Ourikela,ML030708,2015,14936,14298,29234,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Yorosso,ML030709,2015,14069,13661,27730,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Konobougou,ML040106,2015,23140,22530,45670,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Kalake,ML040105,2015,10469,9779,20248,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Baraoueli,ML040101,2015,26263,26307,52570,OCHA
Mali,ML,Segou,ML04,Niono,ML0404,Pogo,ML040407,2015,10035,9987,20023,OCHA
Mali,ML,Segou,ML04,San,ML0405,Kava,ML040510,2015,11378,11135,22514,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Yiridougou,ML030125,2015,6136,5489,11625,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Sebecoro 1,ML020509,2015,11926,11435,23361,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Guihoyo,ML020502,2015,13487,12924,26410,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Beguene,ML040201,2015,7483,7113,14595,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Bla,ML040202,2015,28621,27154,55774,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Diaramana,ML040203,2015,12759,11836,24595,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Dougouolo,ML040205,2015,5496,5188,10684,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Kazangasso,ML040208,2015,3843,3518,7360,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Kemeni,ML040209,2015,8460,8002,16462,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Niala,ML040212,2015,6519,6068,12586,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Somasso,ML040214,2015,6868,6559,13428,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Yangasso,ML040217,2015,13449,13064,26512,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Togou,ML040630,2015,7011,6556,13566,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Soignebougou,ML040628,2015,1904,1897,3801,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sibila,ML040627,2015,12129,11303,23432,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sansanding,ML040624,2015,14397,14302,28699,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,N'koumandougou,ML040619,2015,8375,8375,16749,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Massala,ML040617,2015,4520,4439,8958,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Kourouba,ML020419,2015,3611,3539,7150,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Bancoumana,ML020402,2015,14402,14518,28920,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Niagadina,ML020425,2015,6607,6202,12808,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Kamiandougou,ML040613,2015,9346,9269,18615,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Boussin,ML040603,2015,7322,6787,14110,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Bellen,ML040602,2015,4171,4310,8481,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Baguindabougou,ML040601,2015,6423,6321,12745,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Souleye,ML040310,2015,6280,5822,12102,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Sana,ML040309,2015,14608,14021,28629,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Saloba,ML040308,2015,21894,20901,42795,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Ouro Ali,ML050310,2015,6766,6510,13276,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Dandougou Fakala,ML050301,2015,5791,5749,11539,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Petaka,ML050414,2015,3315,3495,6810,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Koubewel Koundia,ML050412,2015,8252,7911,16163,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Dallah,ML050401,2015,4919,5018,9937,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Kounari,ML050608,2015,9747,9245,18992,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Konna,ML050605,2015,22664,22451,45116,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Fatoma,ML050604,2015,9528,8756,18284,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Dialloube,ML050603,2015,19297,18654,37952,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Borondougou,ML050602,2015,5058,4838,9896,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Bassirou,ML050601,2015,1095,1012,2107,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kola,ML030113,2015,2757,2747,5505,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Sanankoroba,ML020431,2015,22868,22960,45828,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Youdiou,ML050516,2015,10126,10081,20207,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Pel Maoude,ML050514,2015,8472,8278,16750,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Barapireli,ML050502,2015,7950,7905,15855,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Bamba,ML050501,2015,8602,7834,16436,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Lessagou Habe,ML050207,2015,9493,9579,19071,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Wadouba,ML050121,2015,17753,16410,34163,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Pelou,ML050114,2015,2805,2526,5331,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Ondougou,ML050113,2015,3767,3170,6937,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Metoumou,ML050112,2015,9347,7841,17188,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Kende,ML050109,2015,2356,2213,4569,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Doucoumbo,ML050107,2015,13402,12148,25550,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Dandoli,ML050104,2015,6020,5727,11747,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Borko,ML050103,2015,4509,4113,8622,OCHA
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Ouro Guire,ML050706,2015,5150,4834,9984,OCHA
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Ouro Ardo,ML050705,2015,6566,6116,12681,OCHA
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Diafarabe,ML050701,2015,9178,9103,18280,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Kalabancoro,ML020415,2015,99189,99378,198567,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Dogodouman,ML020411,2015,7206,7248,14454,OCHA
Mali,ML,Bamako,ML09,Bamako,ML0901,Commune IV,ML090104,2015,186851,186581,373432,OCHA
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Salam,ML060505,2015,11972,14363,26335,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Arham,ML060101,2015,1793,1666,3459,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Bourem Sidi Amar,ML060103,2015,5508,4989,10497,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Garbakoira,ML060106,2015,3302,3632,6934,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Tinguereguif,ML060113,2015,1774,1785,3560,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Adarmalane,ML060201,2015,604,568,1172,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Doukouria,ML060205,2015,1591,1801,3393,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Issa Bery,ML060209,2015,2622,2441,5063,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Tele,ML060213,2015,3641,3631,7271,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Tin Aicha,ML060215,2015,1809,1844,3653,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Goundam Commune,ML060208,2015,7805,7638,15444,OCHA
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Bambara Maoude,ML060301,2015,10025,10203,20228,OCHA
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Banikane,ML060302,2015,6049,5545,11594,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Gouandiaka,ML030606,2015,16126,16068,32193,OCHA
Mali,ML,Bamako,ML09,Bamako,ML0901,Commune III,ML090103,2015,79553,78226,157779,OCHA
