Admin0_Nam,Pcode_Ad_0,Admin1_Nam,Pcode_Ad_1,Admin2_Nam,Pcode_Ad_2,Admin3_Nam,Pcode_Ad_3,annee,female,male,total,source
Mali,ML,Segou,ML04,Segou,ML0406,Souba,ML040629,2015,12483,12108,24591,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Somo,ML040109,2015,4315,4117,8432,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Sido,ML030120,2015,12944,12595,25539,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Nongo-Souala,ML030532,2015,6238,6081,12320,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kouoro,ML030524,2015,9281,9238,18520,OCHA
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Bourem Inaly,ML060503,2015,7537,6702,14239,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Colimbine,ML010302,2015,7791,7535,15327,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Goumera,ML010308,2015,2334,2352,4686,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Madiga Sacko,ML010214,2015,8880,8211,17091,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Lakamane,ML010212,2015,9945,9633,19578,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Dieoura,ML010205,2015,7669,6755,14424,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Diema,ML010204,2015,18876,18493,37369,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Diangounte Camara,ML010202,2015,18305,16607,34912,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Bema,ML010201,2015,16070,15117,31186,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Fatao,ML010208,2015,5508,4719,10227,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Toya,ML010711,2015,8206,7301,15507,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Tringa,ML010712,2015,8065,7317,15382,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Kremis,ML010708,2015,6832,6712,13545,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Konsiga,ML010707,2015,3213,2831,6044,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Kirane Kaniaga,ML010706,2015,22117,20681,42798,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Guidime,ML010705,2015,25043,23796,48840,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Fanga,ML010703,2015,4993,4736,9729,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Diafounou Gory,ML010702,2015,12989,11846,24835,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Nioro Commune,ML010610,2015,20154,21165,41319,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Yerere,ML010615,2015,8487,8054,16541,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Simbi,ML010613,2015,12641,12002,24642,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Sandare,ML010612,2015,15967,15449,31416,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Korera Kore,ML010609,2015,12232,11593,23826,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Guetema,ML010607,2015,5946,5499,11445,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Gogui,ML010606,2015,8292,7587,15878,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Gavinane,ML010605,2015,9815,9414,19229,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Diarra,ML010603,2015,4554,4199,8753,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Diabigue,ML010602,2015,6029,5509,11538,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Baniere Kore,ML010601,2015,3465,3478,6943,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Toukoroba,ML020109,2015,7437,7227,14664,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Sebete,ML020107,2015,2508,2472,4980,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Madina Sacko,ML020106,2015,16215,15853,32067,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Kiban,ML020105,2015,7599,7598,15197,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Duguwolowula,ML020104,2015,26210,26566,52776,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Ben Kadi,ML020102,2015,5542,5586,11128,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Banamba,ML020101,2015,19661,19443,39105,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Toubacoro,ML020108,2015,8900,8731,17631,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Karan Commune,ML020304,2015,3977,3844,7821,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Nouga,ML020308,2015,6903,6659,13563,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Narena,ML020307,2015,7875,7523,15398,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Balan Bakama,ML020301,2015,4277,4175,8453,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Benkadi,ML020302,2015,5758,5815,11573,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Kati Commune,ML020418,2015,52153,51496,103649,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Siby,ML020433,2015,14860,14891,29752,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Ouelessebougou,ML020428,2015,31089,30290,61379,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Konodimini,ML040615,2015,9948,9569,19517,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Keleya,ML030111,2015,12887,12293,25180,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Danou,ML030103,2015,8466,8049,16514,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kabarasso,ML030514,2015,5450,4959,10409,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Niantjila,ML020220,2015,9158,8386,17544,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Nioumakana,ML020426,2015,5337,4998,10335,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Kalifabougou,ML020416,2015,7401,6853,14255,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Doubabougou,ML020413,2015,6116,5972,12088,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Dio Gare,ML020410,2015,8001,7628,15630,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Diedougou,ML020409,2015,6589,6305,12894,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Bougoula,ML020404,2015,6578,6646,13224,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Moribabougou,ML020421,2015,16684,16507,33191,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Tioribougou,ML020510,2015,7972,7609,15581,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Ouolodo,ML020507,2015,6181,6039,12220,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Nossombougou,ML020506,2015,13051,12395,25446,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Nonkon,ML020505,2015,11404,10836,22240,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Massantola,ML020504,2015,22058,21319,43377,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Kolokani,ML020503,2015,27756,26485,54241,OCHA
Mali,ML,Koulikouro,ML02,Koulikoro,ML0206,Koulikoro Commune,ML020604,2015,25341,25689,51030,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Yinindougou,ML030124,2015,5496,5501,10997,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Segou Commune,ML040626,2015,81786,81954,163740,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Sanankoro Djitoumou,ML020430,2015,8259,8088,16347,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Wassoulou Balle,ML030611,2015,31818,31316,63134,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zangasso,ML030434,2015,12394,11519,23913,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Diouradougou Kafo,ML030402,2015,5764,5583,11347,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Banco,ML020201,2015,20779,19674,40453,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Zan Coulibaly,ML020223,2015,11352,11328,22680,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,N'golobougou,ML020219,2015,13695,13104,26799,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Kerela,ML020213,2015,7784,7703,15487,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Degnekoro,ML020204,2015,6377,5990,12367,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Binko,ML020203,2015,12325,12081,24406,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Ouagadou,ML020711,2015,11442,10919,22361,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Niamana,ML020710,2015,17479,16964,34443,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Nara,ML020709,2015,18425,17885,36310,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Koronga,ML020708,2015,6717,6789,13506,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Guire,ML020707,2015,12067,12312,24379,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Gueneibe,ML020706,2015,5311,5423,10734,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Gouanan,ML030605,2015,15727,15083,30810,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Tiele,ML020436,2015,11538,11148,22685,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Kemekafo,ML020212,2015,14941,15030,29971,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Sere Moussa Ani Samo,ML030609,2015,11608,11431,23040,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Koumankou,ML030523,2015,5517,5467,10984,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Diebe,ML020205,2015,5612,5065,10676,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Jekafo,ML020210,2015,4171,3975,8146,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Nangola,ML020216,2015,11574,11247,22821,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Fallou,ML020705,2015,18637,18204,36841,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Dogofry,ML020704,2015,21788,20720,42508,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Dilly,ML020703,2015,23493,23669,47162,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Dabo,ML020702,2015,7474,6784,14258,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Allahina,ML020701,2015,7382,6837,14219,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Boron,ML020103,2015,23561,23181,46741,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Bladie-Tiemala,ML030101,2015,2966,2681,5647,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Faragouaran,ML030109,2015,6696,6214,12909,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Monimpebougou,ML040307,2015,21167,20478,41645,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Macina,ML040305,2015,22753,21735,44488,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Kolongo,ML040304,2015,21613,20301,41915,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Kokry Centre,ML040303,2015,10674,10770,21444,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Folomana,ML040302,2015,5164,5153,10316,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Boky Were,ML040301,2015,9391,9499,18891,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Tominian,ML040711,2015,15372,15356,30728,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Djenne Commune,ML050303,2015,15877,16334,32211,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Pondori,ML050311,2015,6215,6037,12252,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Nema Badenyakafo,ML050308,2015,28786,28113,56899,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Madiama,ML050307,2015,7478,7033,14511,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Derrary,ML050302,2015,4438,4100,8538,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Douentza Commune,ML050406,2015,14269,15168,29437,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Tedie,ML050415,2015,5551,5230,10782,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Mondoro,ML050413,2015,24932,26811,51742,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Korarou,ML050411,2015,1982,2248,4230,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Kerena,ML050410,2015,2330,2456,4786,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Hombori,ML050409,2015,14166,14165,28331,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Haire,ML050408,2015,18337,18462,36799,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Gandamia,ML050407,2015,3613,3697,7310,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Djaptodji,ML050405,2015,21924,22507,44431,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Dianwely,ML050404,2015,5265,5342,10606,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Debere,ML050403,2015,4314,4212,8526,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Dangol Bore,ML050402,2015,16356,16190,32546,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Mopti Commune,ML050609,2015,74444,73676,148120,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Sasalbe,ML050612,2015,3745,3608,7353,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Zantiebougou,ML030126,2015,22201,21670,43870,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kokele,ML030112,2015,3962,3983,7944,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Mande,ML020420,2015,35100,35246,70345,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Yoro,ML050515,2015,11920,11514,23433,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Madougou,ML050513,2015,18186,17307,35493,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Koro,ML050512,2015,39053,38622,77675,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Koporokendie Na,ML050511,2015,11474,11217,22691,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Koporo Pen,ML050510,2015,11631,11381,23013,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Kassa,ML050509,2015,12146,11032,23178,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Dougoutene 2,ML050508,2015,13273,12534,25807,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Dougoutene 1,ML050507,2015,12994,12673,25666,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Diougani,ML050506,2015,20240,19675,39915,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Dinangourou,ML050505,2015,20289,19962,40251,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Diankabou,ML050504,2015,7144,7099,14243,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Bondo,ML050503,2015,12121,11905,24026,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Ouonkoro,ML050208,2015,13665,14175,27839,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Sokoura,ML050210,2015,23484,23809,47292,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Tori,ML050212,2015,11272,10815,22087,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Baye,ML050202,2015,23695,23806,47501,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Diallassagou,ML050203,2015,14045,13803,27848,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Koulogon Habe,ML050206,2015,9032,8763,17795,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Segue,ML050209,2015,13774,13287,27061,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Soubala,ML050211,2015,6629,6472,13102,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Bankass,ML050201,2015,18659,18713,37373,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Dimbal Habe,ML050204,2015,11032,10652,21683,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Kani Bozon,ML050205,2015,7812,8231,16042,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Bandiagara Commune,ML050101,2015,10202,10849,21051,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Timiri,ML050120,2015,10820,10739,21558,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Soroly,ML050119,2015,4707,4241,8947,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Sangha,ML050117,2015,19333,18435,37768,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Pignari Bana,ML050116,2015,19149,17737,36886,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Pignari,ML050115,2015,10206,9492,19698,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Lowol Gueou,ML050111,2015,5433,5551,10984,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Kendie,ML050110,2015,16345,14903,31249,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Dourou,ML050108,2015,12089,11853,23942,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Dogani Bere,ML050106,2015,2813,2606,5419,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Bara Sara,ML050102,2015,9187,9248,18435,OCHA
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Segue Ire,ML050118,2015,9932,8292,18224,OCHA
Mali,ML,Mopti,ML05,Youwarou,ML0508,Youwarou,ML050807,2015,14392,14197,28589,OCHA
Mali,ML,Mopti,ML05,Youwarou,ML0508,N'dodjiga,ML050806,2015,13713,13645,27358,OCHA
Mali,ML,Mopti,ML05,Youwarou,ML0508,Farimake,ML050805,2015,7212,7401,14613,OCHA
Mali,ML,Mopti,ML05,Youwarou,ML0508,Dongo,ML050804,2015,7099,6974,14073,OCHA
Mali,ML,Mopti,ML05,Youwarou,ML0508,Bimbere Tama,ML050801,2015,5211,4893,10104,OCHA
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Tenenkou Commune,ML050708,2015,6964,6861,13825,OCHA
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Toguere-Coumbe,ML050710,2015,17233,16582,33815,OCHA
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Togoro Kotia,ML050709,2015,8580,8165,16745,OCHA
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Sougoulbe,ML050707,2015,5988,5361,11349,OCHA
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Diondiori,ML050703,2015,12723,12406,25129,OCHA
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Diaka,ML050702,2015,12052,11836,23888,OCHA
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Dianke,ML060402,2015,6474,6345,12819,OCHA
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Fittouga,ML060403,2015,18508,18423,36930,OCHA
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Koumaira,ML060404,2015,8755,8953,17707,OCHA
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Lere,ML060405,2015,10788,10602,21390,OCHA
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Soboundou,ML060407,2015,24816,24788,49603,OCHA
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Soumpi,ML060408,2015,10308,10488,20796,OCHA
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Ber,ML060502,2015,11064,12209,23273,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Defina,ML030105,2015,5140,4695,9836,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Dangha,ML060104,2015,7950,7885,15835,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Haibongo,ML060107,2015,8770,8724,17494,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Kirchamba,ML060108,2015,2491,2565,5055,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Kondi,ML060109,2015,1844,1899,3744,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Sareyamou,ML060110,2015,10465,10328,20794,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Dire,ML060105,2015,12447,12507,24954,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Tilemsi,ML060214,2015,4264,4806,9070,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Bintagoungou,ML060203,2015,5212,4988,10200,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Douekire,ML060204,2015,11161,11042,22203,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Essakane,ML060206,2015,6789,7148,13937,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Kaneye,ML060210,2015,1430,1432,2861,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,M'bouna,ML060211,2015,2377,2324,4701,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Razelma,ML060212,2015,2547,2849,5397,OCHA
Mali,ML,Kayes,ML01,Kenieba,ML0104,Dombia,ML010404,2015,4808,4491,9299,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Souransan Tomoto,ML010531,2015,5343,5106,10449,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Sefeto Nord,ML010527,2015,7522,6653,14175,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Koussan,ML030607,2015,6222,6278,12500,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Kita Nord,ML010514,2015,5190,5318,10508,OCHA
