Admin0_Nam,Pcode_Ad_0,Admin1_Nam,Pcode_Ad_1,Admin2_Nam,Pcode_Ad_2,Admin3_Nam,Pcode_Ad_3,annee,homme,femme,total,source
Mali,ML,Koulikouro,ML02,Nara,ML0207,Ouagadou,ML020711,2009,8902,9328,18230,RGPH
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Diou,ML030201,2009,1744,1760,3504,RGPH
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Dioumatene,ML030202,2009,4497,4645,9142,RGPH
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Fourou,ML030203,2009,21937,19606,41543,RGPH
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Kadiolo,ML030204,2009,25394,26622,52016,RGPH
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Kai,ML030205,2009,3839,4346,8185,RGPH
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Loulouni,ML030206,2009,19863,21223,41086,RGPH
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Misseni,ML030207,2009,28443,19230,47673,RGPH
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Nimbougou,ML030208,2009,4001,4422,8423,RGPH
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Zegoua,ML030209,2009,16480,16638,33118,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Boura,ML030701,2009,11055,11160,22215,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Karangana,ML030702,2009,8225,8793,17018,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Kiffosso 1,ML030703,2009,9496,9942,19438,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Koumbia,ML030704,2009,12625,12810,25435,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Koury,ML030705,2009,26842,27448,54290,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Mahou,ML030706,2009,8191,8056,16247,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Menamba 1,ML030707,2009,5231,5290,10521,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Ourikela,ML030708,2009,11657,12177,23834,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Yorosso,ML030709,2009,11138,11470,22608,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Bougoula,ML030301,2009,3054,3227,6281,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Fakola,ML030302,2009,13955,14485,28440,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Farako,ML030303,2009,7363,7410,14773,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kadiana,ML030304,2009,9692,10153,19845,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kebila,ML030305,2009,15661,17429,33090,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kolondieba,ML030306,2009,25976,27404,53380,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kolosso,ML030307,2009,3120,3080,6200,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Mena,ML030308,2009,2950,3207,6157,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Nangalasso,ML030309,2009,3254,3618,6872,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,N'golodiana,ML030310,2009,5654,6030,11684,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Tiongui,ML030311,2009,4420,4773,9193,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Tousseguela,ML030312,2009,2717,2830,5547,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Baya,ML030601,2009,12152,12312,24464,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Bolo-Fouta,ML030602,2009,2164,2264,4428,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Syen Toula,ML030121,2009,4694,4761,9455,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Djallon-Foula,ML030603,2009,5596,5601,11197,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Djiguiya De Koloni,ML030604,2009,3398,3466,6864,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Gouanan,ML030605,2009,6576,6852,13428,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Gouandiaka,ML030606,2009,12297,12822,25119,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Koussan,ML030607,2009,5118,5073,10191,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Sankarani,ML030608,2009,3660,3903,7563,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Sere Moussa Ani Samo,ML030609,2009,9320,9464,18784,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Tagandougou,ML030610,2009,7524,7587,15111,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Wassoulou Balle,ML030611,2009,25532,25941,51473,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Yallankoro-Soloba,ML030612,2009,5410,5866,11276,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Diedougou,ML030401,2009,2698,2819,5517,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Diouradougou Kafo,ML030402,2009,4552,4699,9251,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Fagui,ML030403,2009,5325,5624,10949,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Fakolo,ML030404,2009,5476,5778,11254,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Gouadji Kao,ML030406,2009,5150,5564,10714,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Gouadie Sougouna,ML030405,2009,13100,13147,26247,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kafo Faboli,ML030407,2009,6817,7389,14206,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kapala,ML030408,2009,4089,4204,8293,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Karagouana Malle,ML030409,2009,3637,3722,7359,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kolonigue,ML030410,2009,11169,11791,22960,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Konina,ML030411,2009,6769,7087,13856,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Koningue,ML030412,2009,7821,8296,16117,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Konseguela,ML030413,2009,14548,15536,30084,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Koromo,ML030414,2009,4574,4793,9367,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kouniana,ML030415,2009,2267,2378,4645,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Koutiala Commune,ML030416,2009,70905,70539,141444,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Logouana,ML030417,2009,4069,4332,8401,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Miena,ML030418,2009,16966,18365,35331,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,M'pessoba,ML030419,2009,6216,6818,13034,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Nafanga,ML030420,2009,9721,9854,19575,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Nampe,ML030421,2009,2979,3224,6203,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'golonianasso,ML030422,2009,4290,4504,8794,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'goutjina,ML030423,2009,2380,2446,4826,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'tossoni,ML030425,2009,9544,10258,19802,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sincina,ML030426,2009,9371,9675,19046,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sinkolo,ML030427,2009,6057,6358,12415,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Songo Doubacoro,ML030428,2009,7245,7515,14760,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Songoua,ML030429,2009,3030,3169,6199,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sorobasso,ML030430,2009,2800,2916,5716,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Tao,ML030431,2009,2804,3143,5947,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Yognogo,ML030432,2009,2397,2371,4768,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zanfigue,ML030433,2009,7492,7747,15239,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zangasso,ML030434,2009,9391,10105,19496,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zanina,ML030435,2009,3619,3806,7425,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zebala,ML030436,2009,8293,8997,17290,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Bladie-Tiemala,ML030101,2009,2186,2418,4604,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Bougouni Commune,ML030102,2009,29581,28957,58538,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Danou,ML030103,2009,6562,6902,13464,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Debelin,ML030104,2009,4092,4189,8281,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Defina,ML030105,2009,3828,4191,8019,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Dogo,ML030106,2009,16769,17385,34154,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Domba,ML030107,2009,6808,7039,13847,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Faradiele,ML030108,2009,1350,1339,2689,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Faragouaran,ML030109,2009,5066,5459,10525,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Garalo,ML030110,2009,15732,17028,32760,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Keleya,ML030111,2009,10022,10507,20529,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kokele,ML030112,2009,3247,3230,6477,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kola,ML030113,2009,2240,2248,4488,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Koumantou,ML030114,2009,24828,26381,51209,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kouroulamini,ML030115,2009,3068,3177,6245,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Meridiela,ML030116,2009,6818,7040,13858,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Ouroun,ML030117,2009,2747,2798,5545,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Sanso,ML030118,2009,9932,9902,19834,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Sibirila,ML030119,2009,15109,15728,30837,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Sido,ML030120,2009,10269,10553,20822,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Tiemala Banimonotie,ML030122,2009,8232,8541,16773,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Wola,ML030123,2009,5623,5759,11382,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Yinindougou,ML030124,2009,4485,4481,8966,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Yiridougou,ML030125,2009,4475,5003,9478,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Zantiebougou,ML030126,2009,17667,18100,35767,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Benkadi,ML030501,2009,3875,4089,7964,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Blendio,ML030502,2009,5857,6398,12255,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Danderesso,ML030503,2009,17956,18400,36356,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dembela,ML030504,2009,6134,6369,12503,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dialakoro,ML030505,2009,2634,2842,5476,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Diomatene,ML030506,2009,2149,2314,4463,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dogoni,ML030507,2009,6452,6976,13428,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Doumanaba,ML030508,2009,6565,7297,13862,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Fama,ML030509,2009,5275,5489,10764,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Farakala,ML030510,2009,3676,3912,7588,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Finkolo,ML030511,2009,6988,7191,14179,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Finkolo Ganadougou,ML030512,2009,8635,8698,17333,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Gongasso,ML030513,2009,4215,4591,8806,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kabarasso,ML030514,2009,4043,4443,8486,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kaboila,ML030515,2009,13200,14098,27298,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kafouziela,ML030516,2009,3108,3304,6412,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kapala,ML030517,2009,5040,5245,10285,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kapolondougou,ML030518,2009,6990,7679,14669,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kignan,ML030519,2009,12809,13154,25963,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Klela,ML030520,2009,12199,12671,24870,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kofan,ML030521,2009,4720,5578,10298,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kolokoba,ML030522,2009,3548,4155,7703,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Koumankou,ML030523,2009,4457,4498,8955,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kouoro,ML030524,2009,7532,7567,15099,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kourouma,ML030525,2009,7138,7603,14741,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Lobougoula,ML030526,2009,14790,16428,31218,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Miniko,ML030527,2009,1678,1615,3293,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Miria,ML030528,2009,4649,5340,9989,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Missirikoro,ML030529,2009,2146,2259,4405,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sokourani Missirikoro,ML030537,2009,1632,1740,3372,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Natien,ML030530,2009,18507,18870,37377,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Niena,ML030531,2009,4958,5086,10044,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Nongo-Souala,ML030532,2009,1920,1914,3834,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,N'tjikouna,ML030533,2009,3283,3634,6917,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Pimperna,ML030534,2009,4482,4826,9308,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sanzana,ML030535,2009,5479,5820,11299,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sikasso Commune,ML030536,2009,114171,112447,226618,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Tella,ML030538,2009,3698,3909,7607,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Tiankadi,ML030539,2009,2230,2478,4708,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Wateni,ML030540,2009,3097,3110,6207,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Zanferebougou,ML030541,2009,2237,2416,4653,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Zangaradougou,ML030542,2009,3537,3724,7261,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Zaniena,ML030543,2009,3523,3595,7118,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Baraoueli,ML040101,2009,6446,6483,12929,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Boidie,ML040102,2009,10983,11073,22056,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Dougoufie,ML040103,2009,4541,4719,9260,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Gouendo,ML040104,2009,5212,5376,10588,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Kalake,ML040105,2009,7973,8536,16509,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Konobougou,ML040106,2009,18369,18867,37236,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,N'gara,ML040618,2009,5693,6013,11706,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,N'gassola,ML040107,2009,2829,2831,5660,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Samine,ML040623,2009,6076,6244,12320,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Sanando,ML040108,2009,16040,16603,32643,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Somo,ML040109,2009,3357,3518,6875,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Tamani,ML040110,2009,6307,6752,13059,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Tesserla,ML040111,2009,3054,3064,6118,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Baguindabougou,ML040601,2009,5154,5237,10391,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Bellen,ML040602,2009,3514,3401,6915,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Boussin,ML040603,2009,5534,5970,11504,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Cinzana,ML040604,2009,17974,18099,36073,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Diedougou,ML040605,2009,8238,8291,16529,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Diganibougou,ML040606,2009,7781,7839,15620,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Dioro,ML040607,2009,22715,23906,46621,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Diouna,ML040608,2009,16044,16505,32549,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Dougabougou,ML040609,2009,14039,13912,27951,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Farako,ML040610,2009,5686,6085,11771,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Farakou Massa,ML040611,2009,7090,7620,14710,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Fatine,ML040612,2009,12362,12782,25144,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Kamiandougou,ML040613,2009,7557,7620,15177,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Katiena,ML040614,2009,16982,17130,34112,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Konodimini,ML040615,2009,7802,8111,15913,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Markala,ML040616,2009,22577,23349,45926,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Massala,ML040617,2009,3619,3685,7304,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,N'koumandougou,ML040619,2009,6828,6828,13656,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Pelengana,ML040620,2009,27796,28051,55847,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sakoiba,ML040621,2009,9078,9208,18286,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sama Foulala,ML040622,2009,3401,3631,7032,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sansanding,ML040624,2009,11661,11738,23399,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sebougou,ML040625,2009,7930,8320,16250,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Segou Commune,ML040626,2009,66819,66682,133501,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sibila,ML040627,2009,9216,9889,19105,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Soignebougou,ML040628,2009,1547,1552,3099,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Souba,ML040629,2009,9872,10178,20050,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Togou,ML040630,2009,5345,5716,11061,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Beguene,ML040201,2009,5799,6101,11900,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Bla,ML040202,2009,22139,23335,45474,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Diaramana,ML040203,2009,9650,10403,20053,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Diena,ML040204,2009,4740,4762,9502,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Dougouolo,ML040205,2009,4230,4481,8711,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Falo,ML040206,2009,20313,20831,41144,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Fani,ML040207,2009,6709,7112,13821,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Kazangasso,ML040208,2009,2868,3133,6001,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Kemeni,ML040209,2009,6524,6898,13422,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Korodougou,ML040210,2009,5447,5889,11336,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Koulandougou,ML040211,2009,2328,2382,4710,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Niala,ML040212,2009,4947,5315,10262,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Niantaga,ML030424,2009,3231,3511,6742,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Samabogo,ML040213,2009,6338,6872,13210,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Somasso,ML040214,2009,5348,5600,10948,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Tiemena,ML040215,2009,5356,5813,11169,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Touna,ML040216,2009,14813,15586,30399,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Yangasso,ML040217,2009,10651,10965,21616,RGPH
Mali,ML,Segou,ML04,San,ML0405,Baramandougou,ML040501,2009,4510,4639,9149,RGPH
Mali,ML,Segou,ML04,San,ML0405,Dah,ML040502,2009,6436,6499,12935,RGPH
Mali,ML,Segou,ML04,San,ML0405,Diakourouna,ML040503,2009,5768,5931,11699,RGPH
Mali,ML,Segou,ML04,San,ML0405,Dieli,ML040504,2009,6813,7171,13984,RGPH
Mali,ML,Segou,ML04,San,ML0405,Djeguena,ML040505,2009,1953,2086,4039,RGPH
Mali,ML,Segou,ML04,San,ML0405,Fion,ML040506,2009,3195,3309,6504,RGPH
Mali,ML,Segou,ML04,San,ML0405,Kaniegue,ML040507,2009,3585,3535,7120,RGPH
Mali,ML,Segou,ML04,San,ML0405,Karaba,ML040508,2009,4285,4406,8691,RGPH
Mali,ML,Segou,ML04,San,ML0405,Kassorola,ML040509,2009,8134,8208,16342,RGPH
Mali,ML,Segou,ML04,San,ML0405,Kava,ML040510,2009,9079,9277,18356,RGPH
Mali,ML,Segou,ML04,San,ML0405,Moribila,ML040511,2009,5646,5898,11544,RGPH
Mali,ML,Segou,ML04,San,ML0405,N'goa,ML040512,2009,4527,4655,9182,RGPH
Mali,ML,Segou,ML04,San,ML0405,Niamana,ML040513,2009,6422,6750,13172,RGPH
Mali,ML,Segou,ML04,San,ML0405,Niasso,ML040514,2009,5067,5132,10199,RGPH
Mali,ML,Segou,ML04,San,ML0405,N'torosso,ML040515,2009,4783,4800,9583,RGPH
Mali,ML,Segou,ML04,San,ML0405,Ouolon,ML040516,2009,6653,6660,13313,RGPH
Mali,ML,Segou,ML04,San,ML0405,San Commune,ML040517,2009,33540,33427,66967,RGPH
Mali,ML,Segou,ML04,San,ML0405,Siadougou,ML040518,2009,8896,8848,17744,RGPH
Mali,ML,Segou,ML04,San,ML0405,Somo,ML040519,2009,1853,1891,3744,RGPH
Mali,ML,Segou,ML04,San,ML0405,Sourountouna,ML040520,2009,6142,6229,12371,RGPH
Mali,ML,Segou,ML04,San,ML0405,Sy,ML040521,2009,6371,6185,12556,RGPH
Mali,ML,Segou,ML04,San,ML0405,Tene,ML040522,2009,10211,10447,20658,RGPH
Mali,ML,Segou,ML04,San,ML0405,Teneni,ML040523,2009,3461,3539,7e3,RGPH
Mali,ML,Segou,ML04,San,ML0405,Tourakolomba,ML040524,2009,3934,3943,7877,RGPH
Mali,ML,Segou,ML04,San,ML0405,Waki,ML040525,2009,4429,4455,8884,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Diabaly,ML040401,2009,17222,17102,34324,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Dogofry,ML040402,2009,16904,17109,34013,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Kala Siguida,ML040403,2009,10582,10761,21343,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Mariko,ML040404,2009,11795,11518,23313,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Nampalari,ML040405,2009,5571,5533,11104,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Niono,ML040406,2009,40469,41174,81643,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Pogo,ML040407,2009,8143,8182,16325,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Siribala,ML040408,2009,19101,18665,37766,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Sirifila Boundy,ML040409,2009,16195,16720,32915,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Sokolo,ML040410,2009,12521,12528,25049,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Toridaga Ko,ML040411,2009,14351,15415,29766,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Yeredon Saniona,ML040412,2009,8521,8789,17310,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Benena,ML040701,2009,9039,8893,17932,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Diora,ML040702,2009,8372,7633,16005,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Fangasso,ML040703,2009,11871,11944,23815,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Koula,ML040704,2009,8905,9184,18089,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Lanfiala,ML040705,2009,4646,4795,9441,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Mafoune,ML040706,2009,11600,11683,23283,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Mandiakuy,ML040707,2009,10808,10279,21087,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Ouan,ML040708,2009,4509,4599,9108,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Sanekuy,ML040709,2009,8129,7605,15734,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Timissa,ML040710,2009,8757,8823,17580,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Tominian,ML040711,2009,12520,12533,25053,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Yasso,ML040712,2009,7021,6809,13830,RGPH
