Admin0_Nam,Pcode_Ad_0,Admin1_Nam,Pcode_Ad_1,Admin2_Nam,Pcode_Ad_2,Admin3_Nam,Pcode_Ad_3,annee,female,male,total,source
Mali,ML,Koulikouro,ML02,Koulikoro,ML0206,Dinandougou,ML020601,2013,12228.9943260324,12481.1862438334,24710.1805698658,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Boidie,ML040102,2013,12705.1133506847,12809.2251781964,25514.3385288811,OCHA
Mali,ML,Koulikouro,ML02,Koulikoro,ML0206,Nyamina,ML020606,2013,20712.1288821572,20685.5214779855,41397.6503601426,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Tamani,ML040110,2013,7295.9255124072,7810.70065954867,15106.6261719559,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Gadougou 1,ML010509,2013,14470.2126552779,14880.8381942566,29351.0508495345,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Djougoun,ML010508,2013,4640.64693628896,5112.5771331997,9753.22406948866,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Bougarybaya,ML010505,2013,5587.97740508773,6077.25797688489,11665.2353819726,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Badia,ML010501,2013,4033.38381526411,4221.92455569659,8255.30837096069,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Fegui,ML010306,2013,2312.22751436166,2237.04252765155,4549.27004201321,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Kayes Commune,ML010312,2013,75341.1401440453,70771.0496441739,146112.189788219,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Tafacirga,ML010328,2013,5360.11120637915,5195.86092772014,10555.9721340993,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Sero Diamanou,ML010325,2013,13431.5087027351,13564.5282946069,26996.036997342,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Segala,ML010324,2013,14900.5076738404,14945.6186658664,29846.1263397068,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Sahel,ML010322,2013,6984.1069193175,7158.7674269056,14142.8743462231,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Sadiola,ML010321,2013,23728.3818057104,21855.697290577,45584.0790962874,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Logo,ML010318,2013,6965.59984566578,6901.98177998799,13867.5816256538,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Koussane,ML010316,2013,82032.7948085375,81609.3549538033,163642.149762341,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Hawa Dembaya,ML010310,2013,3939.69330360971,3984.80429563577,7924.49759924548,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Faleme,ML010305,2013,5946.554102718,5803.12428191717,11749.6783846352,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Djelebou,ML010304,2013,13262.6316556632,13985.5642201835,27248.1958758467,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Diamou,ML010303,2013,8229.86431449884,8114.1951041756,16344.0594186744,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,N'tjiba,ML020427,2013,12323.8594935161,12886.0856940088,25209.9451875249,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Kotouba,ML010518,2013,3805.54163809111,3797.44227917757,7602.98391726867,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Daban,ML020405,2013,6457.50339742859,6451.71917725892,12909.2225746875,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Kassaro,ML010512,2013,12345.3700775205,12646.1099088851,24991.4799864056,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Bougouni Commune,ML030102,2013,34223.4286418375,33501.4983665761,67724.9270084135,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Souba,ML040629,2013,11419.9178009381,11773.8982352054,23193.8160361435,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Somo,ML040109,2013,3883.37116618852,4069.61565762622,7952.98682381473,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Sido,ML030120,2013,11880.612174133,12209.1830045404,24089.7951786735,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Nongo-Souala,ML030532,2013,5736.11264190785,5884.20106832258,11620.3137102304,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kouoro,ML030524,2013,8714.07834184145,8754.57127093923,17468.6496127807,OCHA
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Bourem Inaly,ML060503,2013,4705.96461823255,5195.54234413328,9901.50696236583,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Colimbine,ML010302,2013,7106.71628226014,7348.46493183572,14455.1812140959,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Goumera,ML010308,2013,2218.53545399983,2201.18507245134,4419.72052645117,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Madiga Sacko,ML010214,2013,7744.05362843057,8375.60751657443,16119.661145005,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Lakamane,ML010212,2013,9085.81646771056,9379.61626182876,18465.4327295393,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Dieoura,ML010205,2013,6371.06010237425,7232.79571898079,13603.855821355,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Diema,ML010204,2013,17441.7602185369,17802.6481546191,35244.408373156,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Diangounte Camara,ML010202,2013,15662.7677643881,17264.7863268043,32927.5540911924,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Bema,ML010201,2013,14257.3868594526,15156.1366233496,29413.5234828023,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Fatao,ML010208,2013,4450.95121168049,5194.70423379861,9645.6554454791,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Toya,ML010711,2013,6885.79416146887,7739.43368627384,14625.2278477427,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Tringa,ML010712,2013,6900.83117206841,7606.41397712402,14507.2451491924,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Kremis,ML010708,2013,5863.26766810454,6073.78546561786,11937.0531337224,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Konsiga,ML010707,2013,11999.5398699748,12880.9404272257,24880.4802972005,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Kirane Kaniaga,ML010706,2013,19505.3161338568,20859.8037809389,40365.1199147957,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Guidime,ML010705,2013,22443.3166663834,23619.6735725171,46062.9902389005,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Fanga,ML010703,2013,4467.1488411881,4708.89770390387,9176.04654509197,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Diafounou Gory,ML010702,2013,11172.4988754624,12250.5368661375,23423.0357416,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Nioro Commune,ML010610,2013,19962.2001258048,19007.9287673746,38970.1288931795,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Yerere,ML010615,2013,7596.00001310467,8004.31248525725,15600.3124983619,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Simbi,ML010613,2013,11319.3933498161,11922.0301713217,23241.4235211378,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Sandare,ML010612,2013,14570.8561238129,15058.9803823069,29629.8365061199,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Korera Kore,ML010609,2013,36441.3515652795,36847.4768041877,73288.8283694672,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Guetema,ML010607,2013,5186.60941963779,5607.64550990276,10794.2549295406,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Gogui,ML010606,2013,7155.30014939325,7820.39836890524,14975.6985182985,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Gavinane,ML010605,2013,8878.77205734604,9257.01052305112,18135.7825803972,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Diarra,ML010603,2013,3960.51531062439,4294.79945921389,8255.31476983829,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Diabigue,ML010602,2013,5195.86296008317,5686.30060368853,10882.1635637717,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Baniere Kore,ML010601,2013,3280.38008788866,3267.65646977626,6548.03655766492,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Toukoroba,ML020109,2013,6816.1252113819,7013.94554592812,13830.07075731,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Sebete,ML020107,2013,2331.04078427266,2365.74610612288,4696.78689039554,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Madina Sacko,ML020106,2013,14951.0526530719,15292.3216512657,30243.3743043376,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Kiban,ML020105,2013,7165.49211800738,7166.64896206905,14332.1410800764,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Duguwolowula,ML020104,2013,25054.9286877307,24719.4439098453,49774.372597576,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Ben Kadi,ML020102,2013,5268.26785686239,5226.62147064213,10494.8893275045,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Banamba,ML020101,2013,18337.1352215911,18543.053464569,36880.1886861601,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Toubacoro,ML020108,2013,8234.41603099395,8394.06051150493,16628.4765424989,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Karan Commune,ML020304,2013,3625.55459272097,3750.49393414211,7376.04852686308,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Nouga,ML020308,2013,6280.51559792028,6510.72790294627,12791.2435008666,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Narena,ML020307,2013,7094.93500866551,7426.94974003466,14521.8847487002,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Balan Bakama,ML020301,2013,3937.90294627383,4033.92114384749,7971.82409012132,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Benkadi,ML020302,2013,5484.60571923744,5430.23396880416,10914.8396880416,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Kati Commune,ML020418,2013,48566.6262326849,49186.6946348744,97753.3208675593,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Siby,ML020433,2013,14044.0865719783,14015.16547113,28059.2520431083,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Ouelessebougou,ML020428,2013,28567.106574006,29320.2120400981,57887.3186141042,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Konodimini,ML040615,2013,16831.1557559355,17974.2119758189,34805.3677317543,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Keleya,ML030111,2013,11594.8481068421,12155.9637855308,23750.8118923729,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Danou,ML030103,2013,7591.83728568126,7985.19673053521,15577.0340162165,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kabarasso,ML030514,2013,4677.51178120884,5140.28811375486,9817.7998949637,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Niantjila,ML020220,2013,7909.34473766559,8636.99982615347,16546.3445638191,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Nioumakana,ML020426,2013,4714.13943828763,5033.42839165385,9747.56782994148,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Kalifabougou,ML020416,2013,6463.28761759827,6980.39690076749,13443.6845183658,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Doubabougou,ML020413,2013,5632.6736012325,5768.02435320297,11400.6979544355,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Dio Gare,ML020410,2013,7194.41304704558,7546.09363336201,14740.5066804076,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Diedougou,ML020409,2013,5946.17833442905,6214.56615030212,12160.7444847312,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Bougoula,ML020404,2013,6267.78097586315,6204.1545539967,12471.9355298599,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Moribabougou,ML020421,2013,15567.6501646715,15735.3925495922,31303.0427142638,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Tioribougou,ML020510,2013,7175.89719569893,7518.32272688172,14694.2199225806,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Ouolodo,ML020507,2013,5695.13814193548,5829.33193118279,11524.4700731183,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Nossombougou,ML020506,2013,11689.8986236559,12308.8096344086,23998.7082580645,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Nonkon,ML020505,2013,10219.5511569892,10755.1694709677,20974.720627957,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Massantola,ML020504,2013,20105.9315268817,20803.5078623656,40909.4393892473,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Kolokani,ML020503,2013,24978.554288172,26177.0436473118,51155.5979354839,OCHA
Mali,ML,Koulikouro,ML02,Koulikoro,ML0206,Koulikoro Commune,ML020604,2013,8268.30437804031,8521.69909659486,16790.0034746352,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Yinindougou,ML030124,2013,5188.87385344109,5184.24609526634,10373.1199487074,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Segou Commune,ML040626,2013,77296.1393376094,77137.6579013525,154433.797238962,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Sanankoro Djitoumou,ML020430,2013,7628.22955977144,7789.03088048848,15417.2604402599,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Wassoulou Balle,ML030611,2013,29539.0153678361,30012.2042008866,59551.2195687228,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zangasso,ML030434,2013,10864.8187863617,11690.8735849414,22555.6923713031,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Diouradougou Kafo,ML030402,2013,5266.38857581923,5436.45868140917,10702.8472572284,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Banco,ML020201,2013,18554.6263342721,19596.9430826466,38151.5694169187,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Zan Coulibaly,ML020223,2013,10683.4574597545,10706.5943465109,21390.0518062654,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,N'golobougou,ML020219,2013,12358.5680609158,12916.1670317444,25274.7350926602,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Kerela,ML020213,2013,7264.98244150064,7341.33416779667,14606.3166092973,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Degnekoro,ML020204,2013,5648.8709015681,6014.43371231876,11663.3046138869,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Binko,ML020203,2013,11393.7598831751,11623.971906401,23017.7317895762,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Ouagadou,ML020711,2013,10298.2182601363,10791.0334678219,21089.2517279582,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Niamana,ML020710,2013,15999.1416016271,16485.0157500496,32484.1573516767,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Nara,ML020709,2013,16867.930852735,17376.9418653681,34244.872718103,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Koronga,ML020708,2013,3374.06956957998,3355.56250303446,6729.63207261445,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Guire,ML020707,2013,11611.2353040876,11381.0235051921,22992.2588092797,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Gueneibe,ML020706,2013,5114.40383375223,5009.13110159402,10123.5349353463,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Gouanan,ML030605,2013,14226.9023961413,14834.2963749959,29061.1987711372,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Tiele,ML020436,2013,10513.3985804069,10881.2749831984,21394.6735636052,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Kemekafo,ML020212,2013,14174.813671291,14091.520878968,28266.334550259,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Sere Moussa Ani Samo,ML030609,2013,10782.6893008081,10949.2887921511,21731.9780929592,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Koumankou,ML030523,2013,28724.494990688,30521.2221020356,59245.7170927235,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Diebe,ML020205,2013,4776.61027085289,5292.56284551998,10069.1731163729,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Jekafo,ML020210,2013,3749.33249887,3933.27074858315,7682.60324745315,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Nangola,ML020216,2013,10607.1057334585,10915.9831716561,21523.0889051146,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Fallou,ML020705,2013,17168.7100874727,17577.0757407897,34745.7858282625,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Dogofry,ML020704,2013,19541.3955122693,20549.0059486408,40090.4014609101,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Dilly,ML020703,2013,22322.446590383,22157.0180112772,44479.4646016602,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Dabo,ML020702,2013,6398.49979744031,7048.64568175805,13447.1454791984,OCHA
Mali,ML,Koulikouro,ML02,Nara,ML0207,Allahina,ML020701,2013,6448.24405549309,6961.88244096832,13410.1264964614,OCHA
Mali,ML,Koulikouro,ML02,Banamba,ML0201,Boron,ML020103,2013,21862.0390775111,22220.6607366299,44082.699814141,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Bladie-Tiemala,ML030101,2013,2529.06984250217,2797.47981663781,5326.54965913998,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Faragouaran,ML030109,2013,5861.05572832388,6315.7329689933,12176.7886973172,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Monimpebougou,ML040307,2013,19313.9417393478,19964.063640253,39278.0053796007,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Macina,ML040305,2013,20499.6622881517,21459.8067325491,41959.4690207009,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Kolongo,ML040304,2013,19147.3624622475,20385.1390351453,39532.5014973928,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Kokry Centre,ML040303,2013,10157.8655015101,10067.6350597475,20225.5005612576,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Folomana,ML040302,2013,4859.71904929324,4870.13025411201,9729.84930340524,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Boky Were,ML040301,2013,8959.42014681651,8857.62169969968,17817.0418465162,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Tominian,ML040711,2013,14483.1344599759,14498.1728583768,28981.3073183526,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Djenne Commune,ML050303,2013,15411.9531891005,14980.372217664,30392.3254067645,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Pondori,ML050311,2013,5696.17459083646,5863.94735453163,11560.1219453681,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Nema Badenyakafo,ML050308,2013,26525.4524669766,27160.6748619328,53686.1273289094,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Madiama,ML050307,2013,6635.70206752938,7055.71250353865,13691.414571068,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Derrary,ML050302,2013,3868.02999333055,4187.37677112272,8055.40676445327,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Douentza Commune,ML050406,2013,14311.5787207299,13463.4594546376,27775.0381753675,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Tedie,ML050415,2013,4934.82765331982,5237.97533096807,10172.8029842879,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Mondoro,ML050413,2013,25296.6323527623,23524.0283750634,48820.6607278256,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Korarou,ML050411,2013,10934.214728777,11536.8515502826,22471.0662790596,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Kerena,ML050410,2013,2317.57556614293,2198.39918905221,4515.97475519514,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Hombori,ML050409,2013,13365.1100172326,13366.2670694374,26731.3770866701,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Haire,ML050408,2013,17419.4209427268,17301.4016178408,34720.8225605677,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Gandamia,ML050407,2013,3488.51239736442,3408.67579523568,6897.1881926001,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Djaptodji,ML050405,2013,21236.5361662443,20685.7793167765,41922.3154830208,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Dianwely,ML050404,2013,5040.11940395337,4967.22511505322,10007.3445190066,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Debere,ML050403,2013,3974.47432336543,4070.50965636087,8044.9839797263,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Dangol Bore,ML050402,2013,15275.4032072985,15432.7623071465,30708.165514445,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Mopti Commune,ML050609,2013,69515.6405036527,70239.954600778,139755.595104431,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Sasalbe,ML050612,2013,3404.04484623413,3533.63458885079,6937.67943508491,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Zantiebougou,ML030126,2013,20439.6509183375,20940.6057407545,41380.256659092,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kokele,ML030112,2013,3756.58269835524,3736.91472611254,7493.49742446777,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Mande,ML020420,2013,33240.7564711059,33103.0920310676,66343.8485021735,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Yoro,ML050515,2013,10863.5608778031,11246.5450774573,22110.1059552604,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Madougou,ML050513,2013,16329.4743496044,17159.0806068612,33488.5549564656,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Koro,ML050512,2013,6301.07595936238,6812.38045248486,13113.4564118472,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Koporokendie Na,ML050511,2013,2120.876691333,1869.79636289914,3990.67305423213,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Koporo Pen,ML050510,2013,10583.5543028294,10826.5352149967,21410.0895178261,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Kassa,ML050509,2013,10408.8394564615,11460.599690557,21869.4391470185,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Dougoutene 2,ML050508,2013,11826.2281107707,12523.9304442796,24350.1585550502,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Dougoutene 1,ML050507,2013,11956.9749825559,12260.1225967837,24217.0975793396,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Diougani,ML050506,2013,11169.3320816383,11014.3149403706,22183.647022009,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Dinangourou,ML050505,2013,18834.4918488528,19143.4247228941,37977.9165717469,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Diankabou,ML050504,2013,6698.1738120782,6740.98473469816,13439.1585467764,OCHA
Mali,ML,Mopti,ML05,Koro,ML0505,Bondo,ML050503,2013,11232.6604539049,11436.3015993403,22668.9620532452,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Ouonkoro,ML050208,2013,13374.3815149409,12893.0472550382,26267.4287699791,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Sokoura,ML050210,2013,22464.1938846421,22157.574704656,44621.7685892981,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Tori,ML050212,2013,10204.0548992356,10635.6358582349,20839.6907574705,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Baye,ML050202,2013,22461.8797776234,22356.5879082696,44818.467685893,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Diallassagou,ML050203,2013,13023.7943015983,13251.7338429465,26275.5281445448,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Koulogon Habe,ML050206,2013,5929.20144452074,6253.07510906733,12182.2765535881,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Segue,ML050209,2013,12536.6747741487,12996.0250173732,25532.6997915219,OCHA
Mali,ML,Mopti,ML05,Bankass,ML0502,Soubala,ML050211,2013,6106.92842251564,6255.03127171647,12361.9596942321,OCHA
