Admin0_Nam,Pcode_Ad_0,Admin1_Nam,Pcode_Ad_1,Admin2_Nam,Pcode_Ad_2,Admin3_Nam,Pcode_Ad_3,annee,homme,femme,total,source
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Zegoua,ML030209,1998,6838,7138,13976,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Boura,ML030701,1998,7416,7430,14846,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Karangana,ML030702,1998,6352,6523,12875,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Kiffosso 1,ML030703,1998,7577,7925,15502,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Koumbia,ML030704,1998,7713,7561,15274,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Koury,ML030705,1998,16748,16857,33605,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Mahou,ML030706,1998,5978,5947,11925,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Menamba 1,ML030707,1998,3332,3507,6839,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Ourikela,ML030708,1998,8169,8187,16356,RGPH
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Yorosso,ML030709,1998,6886,6913,13799,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Bougoula,ML030301,1998,1736,1980,3716,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Fakola,ML030302,1998,6933,7735,14668,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Farako,ML030303,1998,4964,5406,10370,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kadiana,ML030304,1998,7650,8095,15745,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kebila,ML030305,1998,11846,12950,24796,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kolondieba,ML030306,1998,18259,19686,37945,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kolosso,ML030307,1998,2743,2648,5391,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Mena,ML030308,1998,2424,2579,5003,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Nangalasso,ML030309,1998,4207,4422,8629,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,N'golodiana,ML030310,1998,2526,2859,5385,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Tiongui,ML030311,1998,3240,3333,6573,RGPH
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Tousseguela,ML030312,1998,1803,1837,3640,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Baya,ML030601,1998,7222,7240,14462,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Bolo-Fouta,ML030602,1998,1748,1813,3561,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Syen Toula,ML030121,1998,3337,3431,6768,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Djallon-Foula,ML030603,1998,4961,5213,10174,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Djiguiya De Koloni,ML030604,1998,2195,2362,4557,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Gouanan,ML030605,1998,9647,9543,19190,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Gouandiaka,ML030606,1998,4019,3918,7937,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Koussan,ML030607,1998,3711,3823,7534,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Sankarani,ML030608,1998,3996,4052,8048,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Sere Moussa Ani Samo,ML030609,1998,8119,8039,16158,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Tagandougou,ML030610,1998,6983,7118,14101,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Wassoulou Balle,ML030611,1998,18574,18924,37498,RGPH
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Yallankoro-Soloba,ML030612,1998,4710,5042,9752,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Diedougou,ML030401,1998,13100,13173,26273,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Diouradougou Kafo,ML030402,1998,4146,4126,8272,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Fagui,ML030403,1998,3775,3846,7621,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Fakolo,ML030404,1998,4280,4406,8686,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Gouadji Kao,ML030406,1998,3463,3618,7081,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Gouadie Sougouna,ML030405,1998,9204,9559,18763,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kafo Faboli,ML030407,1998,5383,5740,11123,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kapala,ML030408,1998,4328,4261,8589,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Karagouana Malle,ML030409,1998,2830,2882,5712,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kolonigue,ML030410,1998,7296,7385,14681,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Konina,ML030411,1998,4850,4766,9616,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Koningue,ML030412,1998,5222,5231,10453,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Konseguela,ML030413,1998,10258,10661,20919,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Koromo,ML030414,1998,2181,2237,4418,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kouniana,ML030415,1998,1111,1075,2186,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Koutiala Commune,ML030416,1998,39152,37762,76914,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Logouana,ML030417,1998,2603,2928,5531,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Miena,ML030418,1998,5214,5609,10823,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,M'pessoba,ML030419,1998,14255,14999,29254,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Nafanga,ML030420,1998,3097,3051,6148,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Nampe,ML030421,1998,2851,2852,5703,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'golonianasso,ML030422,1998,6344,6651,12995,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'goutjina,ML030423,1998,3809,4008,7817,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'tossoni,ML030425,1998,2609,2817,5426,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sincina,ML030426,1998,5310,5335,10645,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sinkolo,ML030427,1998,3696,3699,7395,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Songo Doubacoro,ML030428,1998,4522,4700,9222,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Songoua,ML030429,1998,2521,2596,5117,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sorobasso,ML030430,1998,2036,2079,4115,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Tao,ML030431,1998,2293,2394,4687,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Yognogo,ML030432,1998,1942,1953,3895,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zanfigue,ML030433,1998,5288,5283,10571,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zangasso,ML030434,1998,6704,6759,13463,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zanina,ML030435,1998,2909,2915,5824,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zebala,ML030436,1998,7280,7574,14854,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Bladie-Tiemala,ML030101,1998,966,1059,2025,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Bougouni Commune,ML030102,1998,19007,18353,37360,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Danou,ML030103,1998,4839,5219,10058,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Debelin,ML030104,1998,2551,2584,5135,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Defina,ML030105,1998,3381,3782,7163,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Dogo,ML030106,1998,12534,13033,25567,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Domba,ML030107,1998,4479,4468,8947,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Faradiele,ML030108,1998,1084,1136,2220,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Faragouaran,ML030109,1998,3867,4093,7960,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Garalo,ML030110,1998,9906,10488,20394,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Keleya,ML030111,1998,8655,8911,17566,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kokele,ML030112,1998,2496,2553,5049,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kola,ML030113,1998,1363,1361,2724,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Koumantou,ML030114,1998,16714,17273,33987,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kouroulamini,ML030115,1998,2192,2407,4599,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Meridiela,ML030116,1998,4516,4621,9137,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Ouroun,ML030117,1998,2107,2158,4265,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Sanso,ML030118,1998,5481,5459,10940,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Sibirila,ML030119,1998,8435,8882,17317,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Sido,ML030120,1998,6297,6624,12921,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Tiemala Banimonotie,ML030122,1998,5727,5790,11517,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Wola,ML030123,1998,4689,4568,9257,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Yinindougou,ML030124,1998,2184,2286,4470,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Yiridougou,ML030125,1998,3239,3621,6860,RGPH
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Zantiebougou,ML030126,1998,11509,11918,23427,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Benkadi,ML030501,1998,2953,2968,5921,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Blendio,ML030502,1998,5035,5295,10330,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Danderesso,ML030503,1998,13130,13135,26265,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dembela,ML030504,1998,5105,5083,10188,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dialakoro,ML030505,1998,1824,2043,3867,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Diomatene,ML030506,1998,1491,1558,3049,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dogoni,ML030507,1998,4958,5269,10227,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Doumanaba,ML030508,1998,5022,5560,10582,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Fama,ML030509,1998,3478,3658,7136,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Farakala,ML030510,1998,2765,3244,6009,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Finkolo,ML030511,1998,5067,5039,10106,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Finkolo Ganadougou,ML030512,1998,6066,6023,12089,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Gongasso,ML030513,1998,3140,3447,6587,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kabarasso,ML030514,1998,3053,3308,6361,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kaboila,ML030515,1998,10165,10903,21068,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kafouziela,ML030516,1998,2274,2437,4711,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kapala,ML030517,1998,2645,2569,5214,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kapolondougou,ML030518,1998,5593,6003,11596,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kignan,ML030519,1998,9714,9399,19113,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Klela,ML030520,1998,9501,9766,19267,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kofan,ML030521,1998,3892,4372,8264,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kolokoba,ML030522,1998,2785,3234,6019,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Koumankou,ML030523,1998,2782,2827,5609,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kouoro,ML030524,1998,5548,5234,10782,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kourouma,ML030525,1998,4927,5215,10142,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Lobougoula,ML030526,1998,11517,12786,24303,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Miniko,ML030527,1998,1164,1100,2264,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Miria,ML030528,1998,3728,4070,7798,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Missirikoro,ML030529,1998,1671,1731,3402,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sokourani Missirikoro,ML030537,1998,1294,1231,2525,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Natien,ML030530,1998,2377,2616,4993,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Niena,ML030531,1998,14611,14393,29004,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Nongo-Souala,ML030532,1998,3253,3350,6603,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,N'tjikouna,ML030533,1998,1240,1228,2468,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Pimperna,ML030534,1998,3158,3388,6546,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sanzana,ML030535,1998,3879,4174,8053,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sikasso Commune,ML030536,1998,68410,66364,134774,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Tella,ML030538,1998,2839,2836,5675,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Tiankadi,ML030539,1998,1607,1811,3418,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Wateni,ML030540,1998,2566,2586,5152,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Zanferebougou,ML030541,1998,1928,2020,3948,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Zangaradougou,ML030542,1998,1985,1960,3945,RGPH
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Zaniena,ML030543,1998,2999,2905,5904,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Baraoueli,ML040101,1998,5108,5267,10375,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Boidie,ML040102,1998,8674,8706,17380,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Dougoufie,ML040103,1998,3773,3756,7529,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Gouendo,ML040104,1998,4120,4360,8480,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Kalake,ML040105,1998,6301,6559,12860,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Konobougou,ML040106,1998,13038,13332,26370,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,N'gara,ML040618,1998,6009,6405,12414,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,N'gassola,ML040107,1998,2206,2198,4404,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Samine,ML040623,1998,3972,3999,7971,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Sanando,ML040108,1998,11910,11920,23830,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Somo,ML040109,1998,3291,3327,6618,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Tamani,ML040110,1998,6617,6662,13279,RGPH
Mali,ML,Segou,ML04,Baroueli,ML0401,Tesserla,ML040111,1998,2199,2251,4450,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Baguindabougou,ML040601,1998,4033,4098,8131,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Bellen,ML040602,1998,2059,2117,4176,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Boussin,ML040603,1998,4175,4321,8496,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Cinzana,ML040604,1998,14443,14524,28967,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Diedougou,ML040605,1998,6559,6425,12984,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Diganibougou,ML040606,1998,4818,4868,9686,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Dioro,ML040607,1998,18194,18686,36880,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Diouna,ML040608,1998,12426,12532,24958,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Dougabougou,ML040609,1998,9903,9575,19478,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Farako,ML040610,1998,4817,5168,9985,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Farakou Massa,ML040611,1998,5065,5311,10376,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Fatine,ML040612,1998,9891,10256,20147,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Kamiandougou,ML040613,1998,5897,5938,11835,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Katiena,ML040614,1998,10552,10605,21157,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Konodimini,ML040615,1998,6488,6549,13037,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Markala,ML040616,1998,18024,18279,36303,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Massala,ML040617,1998,2701,2823,5524,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,N'koumandougou,ML040619,1998,4731,4820,9551,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Pelengana,ML040620,1998,9869,10094,19963,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sakoiba,ML040621,1998,6272,6199,12471,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sama Foulala,ML040622,1998,4755,4929,9684,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sansanding,ML040624,1998,7467,7678,15145,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sebougou,ML040625,1998,4710,5010,9720,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Segou Commune,ML040626,1998,53042,52263,105305,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Sibila,ML040627,1998,6517,7139,13656,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Soignebougou,ML040628,1998,1126,1142,2268,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Souba,ML040629,1998,7030,7156,14186,RGPH
Mali,ML,Segou,ML04,Segou,ML0406,Togou,ML040630,1998,4124,4434,8558,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Beguene,ML040201,1998,4802,5070,9872,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Bla,ML040202,1998,13526,14042,27568,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Diaramana,ML040203,1998,7472,7763,15235,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Diena,ML040204,1998,3362,3329,6691,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Dougouolo,ML040205,1998,3681,3797,7478,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Falo,ML040206,1998,13039,13267,26306,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Fani,ML040207,1998,5194,5374,10568,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Kazangasso,ML040208,1998,3132,3320,6452,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Kemeni,ML040209,1998,4960,5116,10076,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Korodougou,ML040210,1998,4169,4236,8405,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Koulandougou,ML040211,1998,1730,1772,3502,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Niala,ML040212,1998,4020,4178,8198,RGPH
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Niantaga,ML030424,1998,1803,1877,3680,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Samabogo,ML040213,1998,3135,3322,6457,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Somasso,ML040214,1998,4084,4344,8428,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Tiemena,ML040215,1998,3866,4090,7956,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Touna,ML040216,1998,9830,10344,20174,RGPH
Mali,ML,Segou,ML04,Bla,ML0402,Yangasso,ML040217,1998,7758,7944,15702,RGPH
Mali,ML,Segou,ML04,San,ML0405,Baramandougou,ML040501,1998,16186,15759,31945,RGPH
Mali,ML,Segou,ML04,San,ML0405,Dah,ML040502,1998,5887,5972,11859,RGPH
Mali,ML,Segou,ML04,San,ML0405,Diakourouna,ML040503,1998,3424,3383,6807,RGPH
Mali,ML,Segou,ML04,San,ML0405,Dieli,ML040504,1998,6195,6241,12436,RGPH
Mali,ML,Segou,ML04,San,ML0405,Djeguena,ML040505,1998,2086,2077,4163,RGPH
Mali,ML,Segou,ML04,San,ML0405,Fion,ML040506,1998,2627,2813,5440,RGPH
Mali,ML,Segou,ML04,San,ML0405,Kaniegue,ML040507,1998,3184,3278,6462,RGPH
Mali,ML,Segou,ML04,San,ML0405,Karaba,ML040508,1998,2967,3044,6011,RGPH
Mali,ML,Segou,ML04,San,ML0405,Kassorola,ML040509,1998,6700,6649,13349,RGPH
Mali,ML,Segou,ML04,San,ML0405,Kava,ML040510,1998,6275,6203,12478,RGPH
Mali,ML,Segou,ML04,San,ML0405,Moribila,ML040511,1998,4379,4563,8942,RGPH
Mali,ML,Segou,ML04,San,ML0405,N'goa,ML040512,1998,3741,3851,7592,RGPH
Mali,ML,Segou,ML04,San,ML0405,Niamana,ML040513,1998,2492,2515,5007,RGPH
Mali,ML,Segou,ML04,San,ML0405,Niasso,ML040514,1998,5200,5241,10441,RGPH
Mali,ML,Segou,ML04,San,ML0405,N'torosso,ML040515,1998,4134,4238,8372,RGPH
Mali,ML,Segou,ML04,San,ML0405,Ouolon,ML040516,1998,4672,4599,9271,RGPH
Mali,ML,Segou,ML04,San,ML0405,San Commune,ML040517,1998,23277,23354,46631,RGPH
Mali,ML,Segou,ML04,San,ML0405,Siadougou,ML040518,1998,6004,6139,12143,RGPH
Mali,ML,Segou,ML04,San,ML0405,Somo,ML040519,1998,1856,1904,3760,RGPH
Mali,ML,Segou,ML04,San,ML0405,Sourountouna,ML040520,1998,5003,5016,10019,RGPH
Mali,ML,Segou,ML04,San,ML0405,Sy,ML040521,1998,4619,4675,9294,RGPH
Mali,ML,Segou,ML04,San,ML0405,Tene,ML040522,1998,7370,7520,14890,RGPH
Mali,ML,Segou,ML04,San,ML0405,Teneni,ML040523,1998,3553,3543,7096,RGPH
Mali,ML,Segou,ML04,San,ML0405,Tourakolomba,ML040524,1998,2506,2487,4993,RGPH
Mali,ML,Segou,ML04,San,ML0405,Waki,ML040525,1998,3076,3054,6130,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Diabaly,ML040401,1998,10076,9955,20031,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Dogofry,ML040402,1998,10359,10521,20880,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Kala Siguida,ML040403,1998,7184,7308,14492,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Mariko,ML040404,1998,8544,8365,16909,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Nampalari,ML040405,1998,3054,2996,6050,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Niono,ML040406,1998,26868,27383,54251,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Pogo,ML040407,1998,3866,3621,7487,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Siribala,ML040408,1998,10357,10209,20566,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Sirifila Boundy,ML040409,1998,12865,13020,25885,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Sokolo,ML040410,1998,7059,6974,14033,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Toridaga Ko,ML040411,1998,7633,8100,15733,RGPH
Mali,ML,Segou,ML04,Niono,ML0404,Yeredon Saniona,ML040412,1998,5866,6081,11947,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Benena,ML040701,1998,3279,3358,6637,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Diora,ML040702,1998,6298,6065,12363,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Fangasso,ML040703,1998,9639,9662,19301,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Koula,ML040704,1998,7530,7720,15250,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Lanfiala,ML040705,1998,2847,2908,5755,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Mafoune,ML040706,1998,8446,8644,17090,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Mandiakuy,ML040707,1998,7945,7818,15763,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Ouan,ML040708,1998,3775,3862,7637,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Sanekuy,ML040709,1998,6217,5927,12144,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Timissa,ML040710,1998,4951,4851,9802,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Tominian,ML040711,1998,9444,9598,19042,RGPH
Mali,ML,Segou,ML04,Tominian,ML0407,Yasso,ML040712,1998,5236,4975,10211,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Boky Were,ML040301,1998,5451,5365,10816,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Folomana,ML040302,1998,3237,3443,6680,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Kokry Centre,ML040303,1998,5669,5962,11631,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Kolongo,ML040304,1998,11336,11638,22974,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Macina,ML040305,1998,11406,12044,23450,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Matomo,ML040306,1998,5207,5378,10585,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Monimpebougou,ML040307,1998,11250,11605,22855,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Saloba,ML040308,1998,13771,14079,27850,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Sana,ML040309,1998,9399,9930,19329,RGPH
Mali,ML,Segou,ML04,Macina,ML0403,Souleye,ML040310,1998,3481,3754,7235,RGPH
